ID,Ano,Dia Juliano,Hora - minuto,Temperatura,Umidade
21828,2017,163,730,12.69,69.62
21829,2017,163,740,12.76,69.13
21830,2017,163,750,13.11,70.0
21831,2017,163,800,14.18,69.14
21832,2017,163,810,14.84,69.76
21833,2017,163,820,15.92,65.4
21834,2017,163,830,16.99,57.92
21835,2017,163,840,17.5,58.78
21836,2017,163,850,17.05,64.33
21837,2017,163,900,17.13,64.02
21838,2017,163,910,17.37,62.13
21839,2017,163,920,17.9,58.96
21840,2017,163,930,18.51,57.05
21841,2017,163,940,19.04,54.93
21842,2017,163,950,18.82,55.03
21843,2017,163,1000,18.68,55.95
21844,2017,163,1010,18.82,55.44
21845,2017,163,1020,19.14,56.07
21846,2017,163,1030,19.45,56.08
21847,2017,163,1040,19.74,55.2
21848,2017,163,1050,20.24,54.27
21849,2017,163,1100,20.3,54.11
21850,2017,163,1110,20.27,54.11
21851,2017,163,1120,20.28,54.22
21852,2017,163,1130,20.37,55.42
21853,2017,163,1140,20.46,55.14
21854,2017,163,1150,20.66,55.61
21855,2017,163,1200,20.8,55.23
21856,2017,163,1210,21.05,54.92
21857,2017,163,1220,21.21,55.08
21858,2017,163,1230,21.47,54.95
21859,2017,163,1240,21.46,55.08
21860,2017,163,1250,21.63,55.14
21861,2017,163,1300,21.72,55.21
21862,2017,163,1310,21.68,56.61
21863,2017,163,1320,21.64,56.37
21864,2017,163,1330,21.6,56.83
21865,2017,163,1340,21.71,57.15
21866,2017,163,1350,21.97,55.76
21867,2017,163,1400,21.85,56.4
21868,2017,163,1410,21.73,55.85
21869,2017,163,1420,21.58,53.99
21870,2017,163,1430,21.31,53.75
21871,2017,163,1440,21.14,53.83
21872,2017,163,1450,21.02,54.3
21873,2017,163,1500,20.88,54.98
21874,2017,163,1510,20.89,55.37
21875,2017,163,1520,20.72,56.44
21876,2017,163,1530,20.58,56.73
21877,2017,163,1540,20.39,57.52
21878,2017,163,1550,20.58,57.1
21879,2017,163,1600,20.3,57.4
21880,2017,163,1610,19.98,56.87
21881,2017,163,1620,20.5,53.35
21882,2017,163,1630,20.06,51.88
21883,2017,163,1640,20.37,51.93
21884,2017,163,1650,20.32,52.94
21885,2017,163,1700,19.89,52.72
21886,2017,163,1710,19.49,54.06
21887,2017,163,1720,19.13,55.88
21888,2017,163,1730,18.37,59.27
21889,2017,163,1740,17.99,60.47
21890,2017,163,1750,17.5,60.59
21891,2017,163,1800,17.19,60.37
21892,2017,163,1810,17.42,58.53
21893,2017,163,1820,17.61,57.55
21894,2017,163,1830,17.28,59.22
21895,2017,163,1840,16.68,62.49
21896,2017,163,1850,16.36,64.83
21897,2017,163,1900,16.47,64.04
21898,2017,163,1910,16.01,65.99
21899,2017,163,1920,15.76,66.41
21900,2017,163,1930,15.47,68.74
21901,2017,163,1940,15.57,68.52
21902,2017,163,1950,15.52,67.77
21903,2017,163,2000,15.64,67.01
21904,2017,163,2010,15.6,67.63
21905,2017,163,2020,15.32,69.4
21906,2017,163,2030,15.23,71.1
21907,2017,163,2040,15.46,70.8
21908,2017,163,2050,15.55,70.7
21909,2017,163,2100,15.29,71.6
21910,2017,163,2110,15.0,72.8
21911,2017,163,2120,14.89,73.2
21912,2017,163,2130,14.81,73.3
21913,2017,163,2140,14.81,73.2
21914,2017,163,2150,14.67,74.0
21915,2017,163,2200,14.92,73.3
21916,2017,163,2210,14.82,73.7
21917,2017,163,2220,14.89,73.8
21918,2017,163,2230,14.91,73.6
21919,2017,163,2240,14.73,74.0
21920,2017,163,2250,14.4,74.5
21921,2017,163,2300,14.49,74.7
21922,2017,163,2310,14.79,73.6
21923,2017,163,2320,14.6,74.2
21924,2017,163,2330,14.54,74.6
21925,2017,163,2340,14.55,74.6
21926,2017,163,2350,14.52,75.1
21927,2017,163,2400,14.56,75.1
21928,2017,164,10,14.64,74.8
21929,2017,164,20,14.49,75.4
21930,2017,164,30,14.3,76.5
21931,2017,164,40,14.34,76.5
21932,2017,164,50,14.3,76.6
21933,2017,164,100,14.17,77.3
21934,2017,164,110,14.24,77.0
21935,2017,164,120,14.16,77.6
21936,2017,164,130,13.94,78.4
21937,2017,164,140,13.82,79.1
21938,2017,164,150,13.78,79.4
21939,2017,164,200,13.86,79.9
21940,2017,164,210,14.2,78.9
21941,2017,164,220,14.27,78.9
21942,2017,164,230,14.42,78.5
21943,2017,164,240,14.55,78.1
21944,2017,164,250,14.44,78.4
21945,2017,164,300,14.28,79.2
21946,2017,164,310,14.17,79.7
21947,2017,164,320,13.99,80.6
21948,2017,164,330,13.79,81.3
21949,2017,164,340,13.84,82.3
21950,2017,164,350,14.34,80.3
21951,2017,164,400,14.39,79.8
21952,2017,164,410,14.23,80.7
21953,2017,164,420,14.15,81.5
21954,2017,164,430,14.06,82.1
21955,2017,164,440,13.76,83.6
21956,2017,164,450,13.8,83.9
21957,2017,164,500,14.03,83.3
21958,2017,164,510,14.0,83.7
21959,2017,164,520,13.91,84.3
21960,2017,164,530,13.76,84.6
21961,2017,164,540,13.72,84.7
21962,2017,164,550,13.64,85.6
21963,2017,164,600,13.54,86.8
21964,2017,164,610,13.88,87.8
21965,2017,164,620,13.8,88.4
21966,2017,164,630,13.82,89.0
21967,2017,164,640,13.93,89.3
21968,2017,164,650,13.84,89.4
21969,2017,164,700,13.57,89.4
21970,2017,164,710,13.61,89.3
21971,2017,164,720,13.76,89.0
21972,2017,164,730,13.86,88.7
21973,2017,164,740,13.82,88.6
21974,2017,164,750,13.9,88.6
21975,2017,164,800,13.91,88.7
21976,2017,164,810,14.06,88.7
21977,2017,164,820,14.09,88.6
21978,2017,164,830,14.02,88.8
21979,2017,164,840,14.24,89.0
21980,2017,164,850,14.47,88.9
21981,2017,164,900,14.63,88.8
21982,2017,164,910,14.84,88.8
21983,2017,164,920,15.28,89.0
21984,2017,164,930,15.81,89.0
21985,2017,164,940,15.89,88.7
21986,2017,164,950,16.13,88.4
21987,2017,164,1000,16.74,87.5
21988,2017,164,1010,17.3,85.9
21989,2017,164,1020,17.85,84.1
21990,2017,164,1030,18.07,83.4
21991,2017,164,1040,18.22,81.9
21992,2017,164,1050,18.19,83.3
21993,2017,164,1100,18.17,84.7
21994,2017,164,1110,18.09,85.1
21995,2017,164,1120,18.29,85.8
21996,2017,164,1130,18.84,85.1
21997,2017,164,1140,19.33,83.1
21998,2017,164,1150,19.43,82.0
21999,2017,164,1200,19.66,81.7
22000,2017,164,1210,19.94,80.3
22001,2017,164,1220,20.17,78.8
22002,2017,164,1230,20.06,79.6
22003,2017,164,1240,19.64,80.2
22004,2017,164,1250,19.12,82.3
22005,2017,164,1300,18.44,83.7
22006,2017,164,1310,18.17,84.5
22007,2017,164,1320,17.96,85.1
22008,2017,164,1330,17.85,86.0
22009,2017,164,1340,17.68,85.7
22010,2017,164,1350,17.81,85.0
22011,2017,164,1400,17.91,84.0
22012,2017,164,1410,17.98,83.1
22013,2017,164,1420,17.99,84.1
22014,2017,164,1430,18.05,84.0
22015,2017,164,1440,18.2,84.5
22016,2017,164,1450,18.07,84.8
22017,2017,164,1500,18.02,85.1
22018,2017,164,1510,17.91,85.4
22019,2017,164,1520,17.85,85.5
22020,2017,164,1530,17.85,85.2
22021,2017,164,1540,17.78,85.1
22022,2017,164,1550,17.77,84.9
22023,2017,164,1600,17.79,84.5
22024,2017,164,1610,17.62,83.7
22025,2017,164,1620,17.56,82.1
22026,2017,164,1630,17.41,83.5
22027,2017,164,1640,17.19,85.1
22028,2017,164,1650,17.09,85.8
22029,2017,164,1700,17.0,86.2
22030,2017,164,1710,16.91,86.7
22031,2017,164,1720,16.84,86.8
22032,2017,164,1730,16.78,87.1
22033,2017,164,1740,16.74,86.9
22034,2017,164,1750,16.69,86.5
22035,2017,164,1800,16.72,86.0
22036,2017,164,1810,16.8,85.3
22037,2017,164,1820,16.76,85.5
22038,2017,164,1830,16.84,85.5
22039,2017,164,1840,16.72,85.7
22040,2017,164,1850,16.77,85.3
22041,2017,164,1900,16.71,85.4
22042,2017,164,1910,16.41,86.5
22043,2017,164,1920,16.47,86.7
22044,2017,164,1930,16.62,86.4
22045,2017,164,1940,16.5,86.8
22046,2017,164,1950,16.42,87.2
22047,2017,164,2000,16.41,87.3
22048,2017,164,2010,16.35,87.6
22049,2017,164,2020,16.3,88.0
22050,2017,164,2030,16.26,88.3
22051,2017,164,2040,16.2,88.1
22052,2017,164,2050,16.13,87.3
22053,2017,164,2100,16.15,86.0
22054,2017,164,2110,16.17,85.5
22055,2017,164,2120,16.19,85.6
22056,2017,164,2130,16.03,85.8
22057,2017,164,2140,15.96,86.3
22058,2017,164,2150,16.0,86.6
22059,2017,164,2200,15.9,86.7
22060,2017,164,2210,16.01,86.9
22061,2017,164,2220,15.94,86.5
22062,2017,164,2230,15.88,86.6
22063,2017,164,2240,15.71,87.1
22064,2017,164,2250,15.95,86.7
22065,2017,164,2300,15.98,86.4
22066,2017,164,2310,15.73,87.3
22067,2017,164,2320,15.6,88.2
22068,2017,164,2330,15.7,88.2
22069,2017,164,2340,15.8,87.6
22070,2017,164,2350,15.82,87.2
22071,2017,164,2400,15.81,87.0
22072,2017,165,10,15.81,87.2
22073,2017,165,20,15.85,87.7
22074,2017,165,30,15.84,88.0
22075,2017,165,40,15.8,88.1
22076,2017,165,50,15.71,88.5
22077,2017,165,100,15.67,88.8
22078,2017,165,110,15.67,89.0
22079,2017,165,120,15.7,89.0
22080,2017,165,130,15.71,89.0
22081,2017,165,140,15.67,88.9
22082,2017,165,150,15.76,89.0
22083,2017,165,200,15.8,88.7
22084,2017,165,210,15.83,88.4
22085,2017,165,220,15.78,88.5
22086,2017,165,230,15.57,88.5
22087,2017,165,240,15.46,88.7
22088,2017,165,250,15.45,88.6
22089,2017,165,300,15.41,88.3
22090,2017,165,310,15.21,88.6
22091,2017,165,320,15.1,89.0
22092,2017,165,330,15.09,89.3
22093,2017,165,340,15.07,89.5
22094,2017,165,350,15.04,89.6
22095,2017,165,400,15.04,89.6
22096,2017,165,410,14.98,89.5
22097,2017,165,420,14.96,89.4
22098,2017,165,430,15.07,89.2
22099,2017,165,440,15.06,88.9
22100,2017,165,450,14.86,88.9
22101,2017,165,500,14.73,89.0
22102,2017,165,510,14.67,88.9
22103,2017,165,520,14.45,89.1
22104,2017,165,530,14.46,89.2
22105,2017,165,540,14.55,88.5
22106,2017,165,550,14.41,87.9
22107,2017,165,600,14.18,88.1
22108,2017,165,610,14.01,88.2
22109,2017,165,620,13.66,88.3
22110,2017,165,630,13.41,88.7
22111,2017,165,640,13.52,89.2
22112,2017,165,650,13.48,89.4
22113,2017,165,700,13.6,89.5
22114,2017,165,710,13.87,89.5
22115,2017,165,720,14.15,89.1
22116,2017,165,730,14.06,88.5
22117,2017,165,740,14.24,88.7
22118,2017,165,750,14.66,88.7
22119,2017,165,800,15.26,87.2
22120,2017,165,810,16.26,84.6
22121,2017,165,820,16.73,81.5
22122,2017,165,830,17.08,80.5
22123,2017,165,840,17.26,79.4
22124,2017,165,850,17.71,79.2
22125,2017,165,900,17.88,77.9
22126,2017,165,910,18.29,77.4
22127,2017,165,920,18.51,76.0
22128,2017,165,930,18.56,74.8
22129,2017,165,940,19.29,72.9
22130,2017,165,950,19.69,71.3
22131,2017,165,1000,19.72,70.8
22132,2017,165,1010,19.97,68.61
22133,2017,165,1020,20.14,68.9
22134,2017,165,1030,20.66,67.33
22135,2017,165,1040,20.84,65.69
22136,2017,165,1050,20.94,65.62
22137,2017,165,1100,20.86,64.49
22138,2017,165,1110,21.57,63.64
22139,2017,165,1120,21.62,61.9
22140,2017,165,1130,21.96,61.35
22141,2017,165,1140,22.18,60.27
22142,2017,165,1150,22.33,58.9
22143,2017,165,1200,22.62,57.25
22144,2017,165,1210,23.03,56.16
22145,2017,165,1220,22.95,54.82
22146,2017,165,1230,22.77,54.2
22147,2017,165,1240,23.07,52.61
22148,2017,165,1250,23.25,52.01
22149,2017,165,1300,23.48,51.11
22150,2017,165,1310,23.42,49.68
22151,2017,165,1320,23.72,48.52
22152,2017,165,1330,23.65,49.11
22153,2017,165,1340,23.74,49.31
22154,2017,165,1350,23.21,51.49
22155,2017,165,1400,23.72,49.84
22156,2017,165,1410,23.2,50.59
22157,2017,165,1420,23.87,47.48
22158,2017,165,1430,24.05,48.61
22159,2017,165,1440,23.61,52.02
22160,2017,165,1450,23.6,51.86
22161,2017,165,1500,23.89,50.22
22162,2017,165,1510,23.66,51.33
22163,2017,165,1520,23.63,52.79
22164,2017,165,1530,22.07,56.85
22165,2017,165,1540,21.74,58.67
22166,2017,165,1550,23.02,54.29
22167,2017,165,1600,23.15,53.86
22168,2017,165,1610,22.74,55.29
22169,2017,165,1620,22.52,55.64
22170,2017,165,1630,21.72,58.27
22171,2017,165,1640,21.06,60.55
22172,2017,165,1650,20.9,61.13
22173,2017,165,1700,20.75,60.69
22174,2017,165,1710,20.26,62.44
22175,2017,165,1720,19.88,63.83
22176,2017,165,1730,19.42,64.78
22177,2017,165,1740,18.86,66.25
22178,2017,165,1750,18.25,68.41
22179,2017,165,1800,17.97,69.45
22180,2017,165,1810,18.0,69.59
22181,2017,165,1820,18.07,69.77
22182,2017,165,1830,17.94,70.9
22183,2017,165,1840,17.68,72.5
22184,2017,165,1850,17.45,73.8
22185,2017,165,1900,17.35,74.5
22186,2017,165,1910,17.23,75.1
22187,2017,165,1920,17.19,75.4
22188,2017,165,1930,17.07,75.9
22189,2017,165,1940,16.92,76.5
22190,2017,165,1950,16.74,77.1
22191,2017,165,2000,16.62,77.6
22192,2017,165,2010,16.3,78.8
22193,2017,165,2020,16.43,78.4
22194,2017,165,2030,16.45,78.3
22195,2017,165,2040,16.28,78.9
22196,2017,165,2050,16.19,79.2
22197,2017,165,2100,16.05,79.7
22198,2017,165,2110,15.93,80.1
22199,2017,165,2120,15.87,80.2
22200,2017,165,2130,15.77,80.6
22201,2017,165,2140,15.68,80.9
22202,2017,165,2150,15.56,81.3
22203,2017,165,2200,15.47,81.6
22204,2017,165,2210,15.55,81.3
22205,2017,165,2220,15.5,81.1
22206,2017,165,2230,15.39,81.4
22207,2017,165,2240,15.27,81.9
22208,2017,165,2250,15.24,81.9
22209,2017,165,2300,15.23,81.7
22210,2017,165,2310,15.23,81.4
22211,2017,165,2320,15.15,81.5
22212,2017,165,2330,15.12,81.5
22213,2017,165,2340,14.9,82.2
22214,2017,165,2350,14.87,82.3
22215,2017,165,2400,14.85,82.4
22216,2017,166,10,14.78,82.5
22217,2017,166,20,14.7,82.8
22218,2017,166,30,14.65,82.9
22219,2017,166,40,14.54,83.3
22220,2017,166,50,14.55,83.4
22221,2017,166,100,14.65,83.1
22222,2017,166,110,14.6,83.1
22223,2017,166,120,14.55,83.2
22224,2017,166,130,14.55,83.2
22225,2017,166,140,14.64,82.8
22226,2017,166,150,14.64,82.8
22227,2017,166,200,14.65,82.7
22228,2017,166,210,14.61,82.9
22229,2017,166,220,14.75,82.5
22230,2017,166,230,14.72,82.4
22231,2017,166,240,14.6,82.8
22232,2017,166,250,14.55,83.2
22233,2017,166,300,14.6,83.1
22234,2017,166,310,14.47,83.4
22235,2017,166,320,14.35,83.7
22236,2017,166,330,14.25,84.2
22237,2017,166,340,14.29,83.9
22238,2017,166,350,14.33,83.9
22239,2017,166,400,14.33,83.8
22240,2017,166,410,14.32,83.7
22241,2017,166,420,14.35,83.6
22242,2017,166,430,14.3,83.7
22243,2017,166,440,14.37,83.4
22244,2017,166,450,14.34,83.4
22245,2017,166,500,14.32,83.4
22246,2017,166,510,14.29,83.5
22247,2017,166,520,14.25,83.7
22248,2017,166,530,14.2,83.8
22249,2017,166,540,14.19,84.0
22250,2017,166,550,14.22,84.0
22251,2017,166,600,14.3,83.7
22252,2017,166,610,14.2,84.1
22253,2017,166,620,14.25,83.8
22254,2017,166,630,14.21,83.9
22255,2017,166,640,14.23,83.8
22256,2017,166,650,14.29,83.5
22257,2017,166,700,14.29,83.5
22258,2017,166,710,14.3,83.5
22259,2017,166,720,14.49,82.9
22260,2017,166,730,14.66,82.4
22261,2017,166,740,14.86,81.7
22262,2017,166,750,15.16,80.7
22263,2017,166,800,15.62,79.2
22264,2017,166,810,15.94,78.0
22265,2017,166,820,16.35,76.9
22266,2017,166,830,16.76,75.6
22267,2017,166,840,17.01,74.5
22268,2017,166,850,17.45,73.0
22269,2017,166,900,17.68,71.7
22270,2017,166,910,18.33,70.1
22271,2017,166,920,18.69,68.87
22272,2017,166,930,18.78,68.2
22273,2017,166,940,19.08,67.26
22274,2017,166,950,19.14,66.7
22275,2017,166,1000,19.8,65.24
22276,2017,166,1010,20.17,63.79
22277,2017,166,1020,20.54,61.76
22278,2017,166,1030,20.81,60.51
22279,2017,166,1040,21.18,59.75
22280,2017,166,1050,21.36,59.61
22281,2017,166,1100,21.69,59.8
22282,2017,166,1110,21.73,58.56
22283,2017,166,1120,22.05,57.48
22284,2017,166,1130,22.38,55.79
22285,2017,166,1140,22.11,55.69
22286,2017,166,1150,22.57,54.99
22287,2017,166,1200,22.55,55.13
22288,2017,166,1210,22.92,53.49
22289,2017,166,1220,22.79,54.66
22290,2017,166,1230,23.38,51.16
22291,2017,166,1240,23.59,47.12
22292,2017,166,1250,24.08,46.51
22293,2017,166,1300,23.81,45.99
22294,2017,166,1310,23.87,47.04
22295,2017,166,1320,23.92,47.11
22296,2017,166,1330,24.05,46.77
22297,2017,166,1340,24.01,46.05
22298,2017,166,1350,24.52,45.17
22299,2017,166,1400,24.23,45.88
22300,2017,166,1410,24.49,44.85
22301,2017,166,1420,24.7,44.29
22302,2017,166,1430,24.62,44.31
22303,2017,166,1440,24.77,44.02
22304,2017,166,1450,25.06,44.12
22305,2017,166,1500,25.02,46.18
22306,2017,166,1510,24.52,47.62
22307,2017,166,1520,23.87,49.72
22308,2017,166,1530,23.34,51.6
22309,2017,166,1540,23.63,50.15
22310,2017,166,1550,23.51,52.03
22311,2017,166,1600,23.85,50.63
22312,2017,166,1610,23.82,50.63
22313,2017,166,1620,23.51,52.08
22314,2017,166,1630,23.33,53.28
22315,2017,166,1640,22.94,54.49
22316,2017,166,1650,22.5,55.89
22317,2017,166,1700,22.08,57.72
22318,2017,166,1710,21.47,59.69
22319,2017,166,1720,20.92,61.26
22320,2017,166,1730,20.53,62.8
22321,2017,166,1740,20.09,64.45
22322,2017,166,1750,19.76,65.41
22323,2017,166,1800,19.32,67.08
22324,2017,166,1810,19.0,68.3
22325,2017,166,1820,18.73,69.44
22326,2017,166,1830,18.57,70.0
22327,2017,166,1840,18.45,70.6
22328,2017,166,1850,18.22,71.6
22329,2017,166,1900,18.22,71.5
22330,2017,166,1910,18.08,72.0
22331,2017,166,1920,17.67,73.7
22332,2017,166,1930,17.49,74.4
22333,2017,166,1940,17.38,74.7
22334,2017,166,1950,17.42,74.3
22335,2017,166,2000,17.23,74.9
22336,2017,166,2010,17.09,75.3
22337,2017,166,2020,17.06,75.4
22338,2017,166,2030,17.03,75.4
22339,2017,166,2040,17.04,75.3
22340,2017,166,2050,17.07,75.2
22341,2017,166,2100,17.02,75.3
22342,2017,166,2110,17.0,75.3
22343,2017,166,2120,16.85,75.9
22344,2017,166,2130,16.67,76.6
22345,2017,166,2140,16.62,76.8
22346,2017,166,2150,16.63,76.8
22347,2017,166,2200,16.57,77.1
22348,2017,166,2210,16.55,77.0
22349,2017,166,2220,16.49,77.2
22350,2017,166,2230,16.41,77.5
22351,2017,166,2240,16.43,77.4
22352,2017,166,2250,16.42,77.2
22353,2017,166,2300,16.34,77.6
22354,2017,166,2310,16.24,78.0
22355,2017,166,2320,16.01,78.9
22356,2017,166,2330,15.74,80.0
22357,2017,166,2340,15.73,80.1
22358,2017,166,2350,15.67,80.3
22359,2017,166,2400,15.57,80.7
22360,2017,167,10,15.42,81.3
22361,2017,167,20,15.31,81.8
22362,2017,167,30,15.28,81.9
22363,2017,167,40,15.25,82.1
22364,2017,167,50,15.13,82.5
22365,2017,167,100,15.05,82.7
22366,2017,167,110,14.94,83.0
22367,2017,167,120,14.84,83.4
22368,2017,167,130,14.78,83.7
22369,2017,167,140,14.8,83.7
22370,2017,167,150,14.74,84.0
22371,2017,167,200,14.66,84.4
22372,2017,167,210,14.68,84.5
22373,2017,167,220,14.67,84.5
22374,2017,167,230,14.68,84.6
22375,2017,167,240,14.69,84.5
22376,2017,167,250,14.65,84.7
22377,2017,167,300,14.61,84.8
22378,2017,167,310,14.56,85.0
22379,2017,167,320,14.54,84.9
22380,2017,167,330,14.41,85.1
22381,2017,167,340,14.36,85.1
22382,2017,167,350,14.29,85.3
22383,2017,167,400,14.24,85.5
22384,2017,167,410,14.22,85.2
22385,2017,167,420,14.09,85.5
22386,2017,167,430,14.0,85.8
22387,2017,167,440,13.92,86.0
22388,2017,167,450,13.81,86.1
22389,2017,167,500,13.7,86.2
22390,2017,167,510,13.59,86.3
22391,2017,167,520,13.54,86.3
22392,2017,167,530,13.48,86.3
22393,2017,167,540,13.38,86.4
22394,2017,167,550,13.27,86.6
22395,2017,167,600,13.25,86.7
22396,2017,167,610,13.24,86.6
22397,2017,167,620,13.21,86.4
22398,2017,167,630,13.14,86.6
22399,2017,167,640,12.98,86.8
22400,2017,167,650,12.95,87.0
22401,2017,167,700,12.9,87.0
22402,2017,167,710,12.8,87.1
22403,2017,167,720,12.92,87.1
22404,2017,167,730,13.16,86.5
22405,2017,167,740,13.46,85.7
22406,2017,167,750,13.84,84.5
22407,2017,167,800,14.48,82.3
22408,2017,167,810,14.87,80.8
22409,2017,167,820,15.31,79.8
22410,2017,167,830,15.81,78.4
22411,2017,167,840,16.51,75.8
22412,2017,167,850,16.9,74.0
22413,2017,167,900,17.56,72.1
22414,2017,167,910,18.12,68.78
22415,2017,167,920,18.62,67.27
22416,2017,167,930,18.94,65.38
22417,2017,167,940,19.21,64.68
22418,2017,167,950,19.65,63.74
22419,2017,167,1000,19.62,63.12
22420,2017,167,1010,20.21,59.64
22421,2017,167,1020,20.42,57.99
22422,2017,167,1030,21.0,57.05
22423,2017,167,1040,21.04,55.91
22424,2017,167,1050,21.53,54.99
22425,2017,167,1100,21.79,52.57
22426,2017,167,1110,21.78,49.77
22427,2017,167,1120,21.84,50.37
22428,2017,167,1130,22.21,50.14
22429,2017,167,1140,22.28,49.68
22430,2017,167,1150,22.13,48.86
22431,2017,167,1200,22.36,50.79
22432,2017,167,1210,22.85,47.12
22433,2017,167,1220,22.79,45.46
22434,2017,167,1230,22.97,45.97
22435,2017,167,1240,23.34,45.84
22436,2017,167,1250,23.27,46.0
22437,2017,167,1300,23.43,45.14
22438,2017,167,1310,23.64,41.31
22439,2017,167,1320,23.63,41.15
22440,2017,167,1330,23.56,41.0
22441,2017,167,1340,23.71,38.14
22442,2017,167,1350,23.87,37.86
22443,2017,167,1400,24.17,37.83
22444,2017,167,1410,24.13,37.08
22445,2017,167,1420,24.62,36.12
22446,2017,167,1430,24.6,37.55
22447,2017,167,1440,24.52,38.57
22448,2017,167,1450,23.51,39.93
22449,2017,167,1500,23.0,41.35
22450,2017,167,1510,24.0,39.73
22451,2017,167,1520,24.28,38.71
22452,2017,167,1530,23.9,39.54
22453,2017,167,1540,24.51,37.73
22454,2017,167,1550,25.08,36.23
22455,2017,167,1600,24.27,39.77
22456,2017,167,1610,24.29,40.16
22457,2017,167,1620,23.81,41.49
22458,2017,167,1630,23.1,43.99
22459,2017,167,1640,22.95,45.16
22460,2017,167,1650,22.87,46.17
22461,2017,167,1700,22.85,46.71
22462,2017,167,1710,22.73,47.95
22463,2017,167,1720,21.86,48.63
22464,2017,167,1730,21.53,49.08
22465,2017,167,1740,21.3,49.45
22466,2017,167,1750,21.25,49.07
22467,2017,167,1800,21.16,48.49
22468,2017,167,1810,20.94,49.09
22469,2017,167,1820,20.89,49.52
22470,2017,167,1830,20.66,51.01
22471,2017,167,1840,20.65,51.13
22472,2017,167,1850,20.77,50.26
22473,2017,167,1900,20.72,50.86
22474,2017,167,1910,20.43,53.52
22475,2017,167,1920,19.56,60.77
22476,2017,167,1930,18.71,65.65
22477,2017,167,1940,18.5,66.55
22478,2017,167,1950,18.15,68.45
22479,2017,167,2000,18.1,67.87
22480,2017,167,2010,17.92,68.08
22481,2017,167,2020,18.05,65.93
22482,2017,167,2030,18.07,65.77
22483,2017,167,2040,17.57,67.87
22484,2017,167,2050,16.94,70.1
22485,2017,167,2100,16.9,69.94
22486,2017,167,2110,16.94,69.08
22487,2017,167,2120,17.05,68.72
22488,2017,167,2130,16.96,69.03
22489,2017,167,2140,16.68,69.43
22490,2017,167,2150,16.5,69.85
22491,2017,167,2200,16.47,69.75
22492,2017,167,2210,16.72,68.44
22493,2017,167,2220,16.66,68.42
22494,2017,167,2230,16.33,69.69
22495,2017,167,2240,16.27,69.89
22496,2017,167,2250,15.9,71.1
22497,2017,167,2300,15.72,71.6
22498,2017,167,2310,15.94,70.4
22499,2017,167,2320,15.92,70.4
22500,2017,167,2330,16.06,69.59
22501,2017,167,2340,15.77,70.8
22502,2017,167,2350,15.79,70.5
22503,2017,167,2400,15.59,71.2
22504,2017,168,10,15.33,72.3
22505,2017,168,20,15.38,71.9
22506,2017,168,30,15.42,71.5
22507,2017,168,40,15.41,71.4
22508,2017,168,50,15.51,71.0
22509,2017,168,100,15.65,70.2
22510,2017,168,110,15.45,70.9
22511,2017,168,120,15.36,71.2
22512,2017,168,130,15.41,70.7
22513,2017,168,140,15.54,69.88
22514,2017,168,150,15.67,68.99
22515,2017,168,200,15.6,69.26
22516,2017,168,210,15.37,70.3
22517,2017,168,220,14.89,72.5
22518,2017,168,230,14.78,73.0
22519,2017,168,240,14.93,72.4
22520,2017,168,250,15.13,71.4
22521,2017,168,300,15.3,70.4
22522,2017,168,310,15.0,71.6
22523,2017,168,320,14.63,73.2
22524,2017,168,330,14.51,73.8
22525,2017,168,340,14.58,73.4
22526,2017,168,350,14.42,74.0
22527,2017,168,400,14.26,75.3
22528,2017,168,410,14.43,74.0
22529,2017,168,420,14.33,74.5
22530,2017,168,430,14.19,75.3
22531,2017,168,440,14.05,76.2
22532,2017,168,450,13.82,77.1
22533,2017,168,500,13.7,77.3
22534,2017,168,510,13.61,77.7
22535,2017,168,520,13.4,78.4
22536,2017,168,530,13.36,78.5
22537,2017,168,540,13.29,78.8
22538,2017,168,550,13.43,78.1
22539,2017,168,600,13.71,76.7
22540,2017,168,610,13.83,76.0
22541,2017,168,620,13.84,76.0
22542,2017,168,630,13.84,75.8
22543,2017,168,640,13.84,75.9
22544,2017,168,650,13.94,75.4
22545,2017,168,700,14.01,75.0
22546,2017,168,710,14.14,74.5
22547,2017,168,720,14.22,74.7
22548,2017,168,730,14.54,74.0
22549,2017,168,740,15.15,72.4
22550,2017,168,750,15.79,70.3
22551,2017,168,800,16.78,67.68
22552,2017,168,810,17.84,64.88
22553,2017,168,820,18.14,64.49
22554,2017,168,830,18.21,64.19
22555,2017,168,840,18.92,62.81
22556,2017,168,850,19.61,60.33
22557,2017,168,900,20.09,58.64
22558,2017,168,910,20.33,58.11
22559,2017,168,920,20.46,58.44
22560,2017,168,930,20.92,57.66
22561,2017,168,940,21.29,55.62
22562,2017,168,950,21.65,55.6
22563,2017,168,1000,22.19,52.28
22564,2017,168,1010,22.86,51.58
22565,2017,168,1020,23.35,48.35
22566,2017,168,1030,23.55,45.81
22567,2017,168,1040,23.76,46.47
22568,2017,168,1050,23.93,44.6
22569,2017,168,1100,23.86,44.5
22570,2017,168,1110,24.1,44.97
22571,2017,168,1120,23.84,44.68
22572,2017,168,1130,24.08,44.93
22573,2017,168,1140,23.73,44.71
22574,2017,168,1150,23.8,43.33
22575,2017,168,1200,24.11,43.07
22576,2017,168,1210,24.88,41.7
22577,2017,168,1220,25.21,39.93
22578,2017,168,1230,25.39,38.89
