ID,Ano,Dia Juliano,Hora - minuto,Temperatura,Umidade
38017,2017,275,1740,19.33,81.0
38018,2017,275,1750,19.26,81.4
38019,2017,275,1800,19.25,81.0
38020,2017,275,1810,19.25,80.6
38021,2017,275,1820,19.19,81.0
38022,2017,275,1830,19.17,80.8
38023,2017,275,1840,19.1,80.6
38024,2017,275,1850,19.0,81.0
38025,2017,275,1900,18.96,80.9
38026,2017,275,1910,18.88,81.2
38027,2017,275,1920,18.79,81.5
38028,2017,275,1930,18.78,81.2
38029,2017,275,1940,18.65,82.0
38030,2017,275,1950,18.6,82.5
38031,2017,275,2000,18.63,82.0
38032,2017,275,2010,18.7,81.3
38033,2017,275,2020,18.84,80.0
38034,2017,275,2030,18.93,79.2
38035,2017,275,2040,18.94,79.0
38036,2017,275,2050,18.89,79.2
38037,2017,275,2100,18.81,79.6
38038,2017,275,2110,18.77,79.8
38039,2017,275,2120,18.68,79.8
38040,2017,275,2130,18.75,79.3
38041,2017,275,2140,18.67,79.7
38042,2017,275,2150,18.61,80.2
38043,2017,275,2200,18.5,80.8
38044,2017,275,2210,18.42,81.0
38045,2017,275,2220,18.39,81.4
38046,2017,275,2230,18.43,80.9
38047,2017,275,2240,18.43,81.1
38048,2017,275,2250,18.33,81.6
38049,2017,275,2300,18.28,81.9
38050,2017,275,2310,18.47,81.1
38051,2017,275,2320,18.32,82.5
38052,2017,275,2330,18.28,82.6
38053,2017,275,2340,18.32,81.9
38054,2017,275,2350,18.37,81.9
38055,2017,275,2400,18.28,82.4
38056,2017,276,10,18.17,82.7
38057,2017,276,20,18.09,83.3
38058,2017,276,30,18.05,83.9
38059,2017,276,40,18.03,84.2
38060,2017,276,50,17.91,84.6
38061,2017,276,100,17.78,85.1
38062,2017,276,110,17.79,85.4
38063,2017,276,120,17.74,85.7
38064,2017,276,130,17.72,86.0
38065,2017,276,140,17.7,86.2
38066,2017,276,150,17.67,86.5
38067,2017,276,200,17.66,86.6
38068,2017,276,210,17.68,86.0
38069,2017,276,220,17.74,85.4
38070,2017,276,230,17.7,86.2
38071,2017,276,240,17.57,87.1
38072,2017,276,250,17.42,87.4
38073,2017,276,300,17.43,86.7
38074,2017,276,310,17.33,87.0
38075,2017,276,320,17.29,86.4
38076,2017,276,330,17.33,86.2
38077,2017,276,340,17.33,86.4
38078,2017,276,350,17.29,87.2
38079,2017,276,400,17.26,87.7
38080,2017,276,410,17.31,88.2
38081,2017,276,420,17.32,88.5
38082,2017,276,430,17.19,88.5
38083,2017,276,440,17.07,88.3
38084,2017,276,450,16.94,88.0
38085,2017,276,500,16.76,87.7
38086,2017,276,510,16.69,88.1
38087,2017,276,520,16.63,88.3
38088,2017,276,530,16.58,88.4
38089,2017,276,540,16.56,88.4
38090,2017,276,550,16.52,88.3
38091,2017,276,600,16.51,88.1
38092,2017,276,610,16.51,87.8
38093,2017,276,620,16.53,87.6
38094,2017,276,630,16.59,87.6
38095,2017,276,640,16.65,87.7
38096,2017,276,650,16.6,87.7
38097,2017,276,700,16.61,87.5
38098,2017,276,710,16.67,87.6
38099,2017,276,720,16.71,87.7
38100,2017,276,730,16.74,87.7
38101,2017,276,740,16.79,87.9
38102,2017,276,750,16.88,87.8
38103,2017,276,800,17.02,87.2
38104,2017,276,810,17.19,86.5
38105,2017,276,820,17.25,85.3
38106,2017,276,830,17.43,85.0
38107,2017,276,840,17.58,84.4
38108,2017,276,850,17.67,83.1
38109,2017,276,900,17.99,82.4
38110,2017,276,910,18.29,80.8
38111,2017,276,920,18.39,79.9
38112,2017,276,930,18.42,78.7
38113,2017,276,940,18.4,79.4
38114,2017,276,950,18.36,78.5
38115,2017,276,1000,18.34,77.5
38116,2017,276,1010,18.5,77.2
38117,2017,276,1020,18.63,76.2
38118,2017,276,1030,18.94,73.9
38119,2017,276,1040,19.4,72.8
38120,2017,276,1050,19.42,72.1
38121,2017,276,1100,19.64,70.8
38122,2017,276,1110,19.93,70.3
38123,2017,276,1120,20.22,69.45
38124,2017,276,1130,20.57,68.42
38125,2017,276,1140,19.99,69.23
38126,2017,276,1150,20.21,68.81
38127,2017,276,1200,20.16,68.8
38128,2017,276,1210,20.51,68.17
38129,2017,276,1220,20.94,66.79
38130,2017,276,1230,20.48,67.7
38131,2017,276,1240,21.06,66.39
38132,2017,276,1250,21.38,65.03
38133,2017,276,1300,21.84,62.48
38134,2017,276,1310,22.16,59.51
38135,2017,276,1320,22.4,58.15
38136,2017,276,1330,22.97,56.27
38137,2017,276,1340,22.38,57.03
38138,2017,276,1350,22.64,56.88
38139,2017,276,1400,22.62,57.1
38140,2017,276,1410,22.36,57.45
38141,2017,276,1420,22.46,55.91
38142,2017,276,1430,22.3,56.87
38143,2017,276,1440,22.6,55.89
38144,2017,276,1450,23.16,51.55
38145,2017,276,1500,23.51,52.04
38146,2017,276,1510,23.27,51.46
38147,2017,276,1520,23.92,48.84
38148,2017,276,1530,23.54,48.14
38149,2017,276,1540,23.85,45.31
38150,2017,276,1550,23.64,41.63
38151,2017,276,1600,23.58,39.89
38152,2017,276,1610,24.06,41.43
38153,2017,276,1620,23.57,39.26
38154,2017,276,1630,23.39,37.04
38155,2017,276,1640,23.13,36.8
38156,2017,276,1650,22.96,34.77
38157,2017,276,1700,22.7,34.91
38158,2017,276,1710,22.49,34.26
38159,2017,276,1720,22.27,33.85
38160,2017,276,1730,22.05,35.02
38161,2017,276,1740,21.89,39.73
38162,2017,276,1750,21.78,43.43
38163,2017,276,1800,21.54,44.73
38164,2017,276,1810,21.1,44.07
38165,2017,276,1820,20.78,43.83
38166,2017,276,1830,20.63,43.53
38167,2017,276,1840,20.67,43.21
38168,2017,276,1850,20.06,45.25
38169,2017,276,1900,19.6,46.16
38170,2017,276,1910,19.66,45.36
38171,2017,276,1920,19.66,45.31
38172,2017,276,1930,19.51,45.99
38173,2017,276,1940,19.36,46.69
38174,2017,276,1950,19.28,46.63
38175,2017,276,2000,19.3,46.71
38176,2017,276,2010,19.26,46.7
38177,2017,276,2020,19.08,47.46
38178,2017,276,2030,19.06,48.28
38179,2017,276,2040,18.8,50.08
38180,2017,276,2050,19.02,48.12
38181,2017,276,2100,19.34,47.65
38182,2017,276,2110,18.46,53.53
38183,2017,276,2120,18.1,56.24
38184,2017,276,2130,17.94,57.69
38185,2017,276,2140,17.79,58.22
38186,2017,276,2150,17.8,58.69
38187,2017,276,2200,16.92,63.81
38188,2017,276,2210,17.62,59.96
38189,2017,276,2220,18.27,56.31
38190,2017,276,2230,17.93,57.69
38191,2017,276,2240,18.21,56.27
38192,2017,276,2250,17.92,58.19
38193,2017,276,2300,17.56,61.03
38194,2017,276,2310,17.37,61.32
38195,2017,276,2320,17.18,61.94
38196,2017,276,2330,17.11,62.41
38197,2017,276,2340,16.88,64.59
38198,2017,276,2350,16.31,68.14
38199,2017,276,2400,15.98,71.9
38200,2017,277,10,16.01,72.3
38201,2017,277,20,16.04,72.1
38202,2017,277,30,16.17,70.7
38203,2017,277,40,16.2,70.2
38204,2017,277,50,16.07,71.2
38205,2017,277,100,15.92,72.6
38206,2017,277,110,15.9,73.3
38207,2017,277,120,15.79,74.2
38208,2017,277,130,15.89,73.9
38209,2017,277,140,15.9,74.0
38210,2017,277,150,16.07,73.5
38211,2017,277,200,16.24,73.0
38212,2017,277,210,16.3,73.0
38213,2017,277,220,16.3,73.1
38214,2017,277,230,16.22,73.5
38215,2017,277,240,16.15,73.8
38216,2017,277,250,16.3,73.0
38217,2017,277,300,16.35,72.7
38218,2017,277,310,15.91,75.0
38219,2017,277,320,15.55,76.6
38220,2017,277,330,15.62,76.3
38221,2017,277,340,15.54,76.7
38222,2017,277,350,15.49,76.7
38223,2017,277,400,15.28,77.5
38224,2017,277,410,15.29,77.6
38225,2017,277,420,15.32,77.6
38226,2017,277,430,15.23,78.1
38227,2017,277,440,15.2,78.2
38228,2017,277,450,15.31,77.6
38229,2017,277,500,15.36,77.3
38230,2017,277,510,15.37,76.7
38231,2017,277,520,15.33,76.5
38232,2017,277,530,15.31,76.3
38233,2017,277,540,15.19,76.5
38234,2017,277,550,15.01,77.0
38235,2017,277,600,14.92,77.1
38236,2017,277,610,14.93,76.4
38237,2017,277,620,14.99,75.9
38238,2017,277,630,15.01,75.4
38239,2017,277,640,15.02,75.8
38240,2017,277,650,15.59,73.3
38241,2017,277,700,15.9,71.8
38242,2017,277,710,16.2,69.89
38243,2017,277,720,16.62,66.74
38244,2017,277,730,16.97,65.19
38245,2017,277,740,17.69,62.68
38246,2017,277,750,17.89,60.52
38247,2017,277,800,18.87,56.86
38248,2017,277,810,19.14,54.22
38249,2017,277,820,18.91,53.11
38250,2017,277,830,19.54,51.13
38251,2017,277,840,20.5,48.67
38252,2017,277,850,20.4,48.61
38253,2017,277,900,20.27,47.96
38254,2017,277,910,20.92,46.51
38255,2017,277,920,21.02,44.93
38256,2017,277,930,21.13,45.15
38257,2017,277,940,21.68,44.75
38258,2017,277,950,21.53,44.59
38259,2017,277,1000,21.46,44.58
38260,2017,277,1010,22.13,43.95
38261,2017,277,1020,22.73,42.82
38262,2017,277,1030,22.39,43.68
38263,2017,277,1040,22.58,42.84
38264,2017,277,1050,23.19,42.92
38265,2017,277,1100,23.64,42.06
38266,2017,277,1110,23.77,42.25
38267,2017,277,1120,24.34,41.6
38268,2017,277,1130,24.75,41.65
38269,2017,277,1140,24.82,40.66
38270,2017,277,1150,24.9,40.3
38271,2017,277,1200,24.83,41.78
38272,2017,277,1210,24.62,42.46
38273,2017,277,1220,25.3,41.36
38274,2017,277,1230,25.27,41.59
38275,2017,277,1240,25.7,41.73
38276,2017,277,1250,25.62,41.17
38277,2017,277,1300,24.88,43.08
38278,2017,277,1310,25.44,42.3
38279,2017,277,1320,25.57,41.76
38280,2017,277,1330,25.39,42.09
38281,2017,277,1340,25.84,41.99
38282,2017,277,1350,25.44,42.35
38283,2017,277,1400,25.45,42.0
38284,2017,277,1410,25.71,42.04
38285,2017,277,1420,25.73,42.23
38286,2017,277,1430,25.6,41.78
38287,2017,277,1440,25.77,40.78
38288,2017,277,1450,25.9,40.86
38289,2017,277,1500,26.56,39.13
38290,2017,277,1510,26.57,39.95
38291,2017,277,1520,26.94,38.64
38292,2017,277,1530,27.07,38.49
38293,2017,277,1540,27.06,39.03
38294,2017,277,1550,26.86,38.48
38295,2017,277,1600,26.82,39.17
38296,2017,277,1610,27.05,39.17
38297,2017,277,1620,27.08,38.58
38298,2017,277,1630,27.26,38.83
38299,2017,277,1640,26.93,38.02
38300,2017,277,1650,27.09,37.68
38301,2017,277,1700,26.76,38.15
38302,2017,277,1710,26.71,39.24
38303,2017,277,1720,25.92,42.59
38304,2017,277,1730,25.26,44.77
38305,2017,277,1740,25.16,45.49
38306,2017,277,1750,24.68,47.04
38307,2017,277,1800,23.99,49.1
38308,2017,277,1810,23.4,51.08
38309,2017,277,1820,22.85,53.19
38310,2017,277,1830,22.57,54.94
38311,2017,277,1840,22.06,57.34
38312,2017,277,1850,21.96,57.97
38313,2017,277,1900,21.87,58.19
38314,2017,277,1910,21.81,58.19
38315,2017,277,1920,21.66,58.51
38316,2017,277,1930,21.41,59.27
38317,2017,277,1940,21.36,59.26
38318,2017,277,1950,21.16,59.71
38319,2017,277,2000,20.9,60.45
38320,2017,277,2010,20.63,61.3
38321,2017,277,2020,20.5,61.84
38322,2017,277,2030,20.4,62.01
38323,2017,277,2040,20.15,62.82
38324,2017,277,2050,20.1,62.65
38325,2017,277,2100,19.94,63.11
38326,2017,277,2110,19.84,63.37
38327,2017,277,2120,19.54,64.38
38328,2017,277,2130,19.53,64.36
38329,2017,277,2140,19.41,64.71
38330,2017,277,2150,19.26,65.27
38331,2017,277,2200,19.08,65.86
38332,2017,277,2210,18.99,66.13
38333,2017,277,2220,18.82,66.71
38334,2017,277,2230,18.63,67.34
38335,2017,277,2240,18.54,67.51
38336,2017,277,2250,18.4,67.94
38337,2017,277,2300,18.26,68.54
38338,2017,277,2310,18.11,69.1
38339,2017,277,2320,17.93,69.98
38340,2017,277,2330,17.87,70.4
38341,2017,277,2340,17.56,71.7
38342,2017,277,2350,17.35,72.8
38343,2017,277,2400,17.31,73.3
38344,2017,278,10,17.08,74.4
38345,2017,278,20,16.96,75.2
38346,2017,278,30,17.0,75.2
38347,2017,278,40,17.14,75.3
38348,2017,278,50,16.91,75.9
38349,2017,278,100,16.73,76.5
38350,2017,278,110,16.96,75.9
38351,2017,278,120,17.2,74.9
38352,2017,278,130,16.7,76.1
38353,2017,278,140,16.47,76.9
38354,2017,278,150,16.4,77.2
38355,2017,278,200,16.15,78.0
38356,2017,278,210,16.16,78.3
38357,2017,278,220,16.55,77.1
38358,2017,278,230,17.15,75.4
38359,2017,278,240,16.86,76.1
38360,2017,278,250,16.71,76.6
38361,2017,278,300,16.79,76.6
38362,2017,278,310,16.64,77.1
38363,2017,278,320,16.6,77.4
38364,2017,278,330,16.59,77.5
38365,2017,278,340,16.44,78.3
38366,2017,278,350,16.39,78.4
38367,2017,278,400,16.4,78.6
38368,2017,278,410,16.35,78.6
38369,2017,278,420,16.3,79.0
38370,2017,278,430,16.06,79.4
38371,2017,278,440,15.79,80.0
38372,2017,278,450,15.62,80.5
38373,2017,278,500,15.69,80.7
38374,2017,278,510,15.74,80.4
38375,2017,278,520,15.75,80.5
38376,2017,278,530,15.67,80.5
38377,2017,278,540,15.73,80.2
38378,2017,278,550,15.59,80.5
38379,2017,278,600,15.48,81.1
38380,2017,278,610,15.54,81.1
38381,2017,278,620,15.77,81.0
38382,2017,278,630,16.25,80.2
38383,2017,278,640,17.12,78.4
38384,2017,278,650,17.79,76.6
38385,2017,278,700,18.43,74.9
38386,2017,278,710,19.13,73.2
38387,2017,278,720,19.88,70.9
38388,2017,278,730,20.39,68.63
38389,2017,278,740,21.18,66.46
38390,2017,278,750,21.46,65.22
38391,2017,278,800,21.68,64.65
38392,2017,278,810,22.1,63.28
38393,2017,278,820,22.91,61.3
38394,2017,278,830,23.47,58.03
38395,2017,278,840,24.09,55.78
38396,2017,278,850,24.55,53.23
38397,2017,278,900,24.8,51.55
38398,2017,278,910,25.46,50.01
38399,2017,278,920,25.76,47.93
38400,2017,278,930,25.99,47.16
38401,2017,278,940,25.89,46.67
38402,2017,278,950,26.28,45.63
38403,2017,278,1000,26.36,45.46
38404,2017,278,1010,26.74,43.87
38405,2017,278,1020,27.04,43.74
38406,2017,278,1030,27.31,42.58
38407,2017,278,1040,27.48,41.67
38408,2017,278,1050,27.86,40.85
38409,2017,278,1100,27.9,39.91
38410,2017,278,1110,28.42,40.05
38411,2017,278,1120,28.81,38.1
38412,2017,278,1130,29.02,37.94
38413,2017,278,1140,29.24,37.77
38414,2017,278,1150,29.72,37.47
38415,2017,278,1200,29.59,36.01
38416,2017,278,1210,30.06,35.5
38417,2017,278,1220,30.19,33.92
38418,2017,278,1230,30.25,35.37
38419,2017,278,1240,30.19,35.26
38420,2017,278,1250,30.35,35.28
38421,2017,278,1300,30.63,34.41
38422,2017,278,1310,30.67,34.26
38423,2017,278,1320,30.78,33.82
38424,2017,278,1330,30.75,33.42
38425,2017,278,1340,30.65,33.96
38426,2017,278,1350,31.32,32.98
38427,2017,278,1400,31.4,33.05
38428,2017,278,1410,31.68,31.58
38429,2017,278,1420,31.84,31.77
38430,2017,278,1430,31.12,32.26
38431,2017,278,1440,31.63,31.34
38432,2017,278,1450,31.92,30.74
38433,2017,278,1500,31.56,30.3
38434,2017,278,1510,31.98,29.3
38435,2017,278,1520,31.75,29.41
38436,2017,278,1530,31.71,29.37
38437,2017,278,1540,31.7,30.64
38438,2017,278,1550,31.59,30.43
38439,2017,278,1600,31.64,30.43
38440,2017,278,1610,31.55,29.26
38441,2017,278,1620,31.38,29.94
38442,2017,278,1630,31.5,30.16
38443,2017,278,1640,31.46,30.23
38444,2017,278,1650,31.5,31.29
38445,2017,278,1700,31.58,31.5
38446,2017,278,1710,31.22,30.98
38447,2017,278,1720,30.98,31.78
38448,2017,278,1730,30.83,34.12
38449,2017,278,1740,30.19,34.6
38450,2017,278,1750,29.71,35.12
38451,2017,278,1800,29.47,34.93
38452,2017,278,1810,29.12,35.18
38453,2017,278,1820,28.63,36.4
38454,2017,278,1830,28.09,37.3
38455,2017,278,1840,27.81,37.78
38456,2017,278,1850,27.64,38.21
38457,2017,278,1900,27.61,38.29
38458,2017,278,1910,27.03,40.4
38459,2017,278,1920,26.45,42.75
38460,2017,278,1930,26.53,42.52
38461,2017,278,1940,26.08,44.59
38462,2017,278,1950,25.51,47.4
38463,2017,278,2000,25.47,46.78
38464,2017,278,2010,25.31,47.16
38465,2017,278,2020,24.96,49.25
38466,2017,278,2030,24.95,49.46
38467,2017,278,2040,24.65,50.75
38468,2017,278,2050,24.23,52.02
38469,2017,278,2100,24.39,51.16
38470,2017,278,2110,23.92,53.44
38471,2017,278,2120,23.58,54.71
38472,2017,278,2130,23.21,56.22
38473,2017,278,2140,23.04,56.79
38474,2017,278,2150,23.4,55.34
38475,2017,278,2200,23.39,55.57
38476,2017,278,2210,23.38,55.61
38477,2017,278,2220,23.34,55.62
38478,2017,278,2230,23.24,55.96
38479,2017,278,2240,23.16,56.12
38480,2017,278,2250,23.31,55.63
38481,2017,278,2300,23.6,54.76
38482,2017,278,2310,23.69,55.14
38483,2017,278,2320,22.98,58.39
38484,2017,278,2330,22.36,61.19
38485,2017,278,2340,22.09,61.72
38486,2017,278,2350,22.1,61.4
38487,2017,278,2400,22.14,60.99
38488,2017,279,10,22.25,60.59
38489,2017,279,20,21.29,64.32
38490,2017,279,30,20.77,67.03
38491,2017,279,40,20.98,66.5
38492,2017,279,50,21.47,64.29
38493,2017,279,100,22.04,62.11
38494,2017,279,110,21.9,62.49
38495,2017,279,120,21.79,62.8
38496,2017,279,130,21.6,63.31
38497,2017,279,140,21.15,64.71
38498,2017,279,150,20.79,66.36
38499,2017,279,200,20.16,69.24
38500,2017,279,210,20.36,68.12
38501,2017,279,220,21.08,65.12
38502,2017,279,230,21.03,65.39
38503,2017,279,240,20.36,67.93
38504,2017,279,250,19.95,69.49
38505,2017,279,300,20.23,68.78
38506,2017,279,310,20.43,67.56
38507,2017,279,320,20.65,66.77
38508,2017,279,330,20.16,68.56
38509,2017,279,340,19.81,70.3
38510,2017,279,350,19.84,70.3
38511,2017,279,400,19.93,69.92
38512,2017,279,410,19.9,70.2
38513,2017,279,420,19.99,69.96
38514,2017,279,430,20.11,69.76
38515,2017,279,440,19.87,70.6
38516,2017,279,450,19.56,71.9
38517,2017,279,500,19.35,72.9
38518,2017,279,510,19.64,71.9
38519,2017,279,520,19.58,72.2
38520,2017,279,530,19.88,71.2
38521,2017,279,540,19.82,71.3
38522,2017,279,550,19.65,71.9
38523,2017,279,600,19.22,73.6
38524,2017,279,610,19.18,74.4
38525,2017,279,620,19.51,73.6
38526,2017,279,630,20.14,72.1
38527,2017,279,640,20.87,70.8
38528,2017,279,650,21.5,68.29
38529,2017,279,700,22.52,65.26
38530,2017,279,710,22.97,62.56
38531,2017,279,720,23.21,61.71
38532,2017,279,730,23.41,60.81
38533,2017,279,740,23.63,60.09
38534,2017,279,750,23.94,60.06
38535,2017,279,800,24.17,59.65
38536,2017,279,810,24.42,59.59
38537,2017,279,820,24.77,57.92
38538,2017,279,830,25.44,55.09
38539,2017,279,840,26.1,52.54
38540,2017,279,850,26.71,50.71
38541,2017,279,900,26.88,49.46
38542,2017,279,910,27.18,47.83
38543,2017,279,920,27.24,49.22
38544,2017,279,930,27.37,48.17
38545,2017,279,940,27.79,47.13
38546,2017,279,950,28.24,46.22
38547,2017,279,1000,28.33,45.78
38548,2017,279,1010,28.61,44.59
38549,2017,279,1020,28.62,44.39
38550,2017,279,1030,29.25,42.77
38551,2017,279,1040,29.64,42.36
38552,2017,279,1050,29.86,41.86
38553,2017,279,1100,30.06,40.29
38554,2017,279,1110,30.43,39.7
38555,2017,279,1120,30.64,39.51
38556,2017,279,1130,30.64,39.66
38557,2017,279,1140,31.12,37.94
38558,2017,279,1150,30.97,36.33
38559,2017,279,1200,31.47,36.01
38560,2017,279,1210,31.33,35.33
38561,2017,279,1220,31.5,35.42
38562,2017,279,1230,31.85,35.68
38563,2017,279,1240,31.87,34.5
38564,2017,279,1250,32.11,34.41
38565,2017,279,1300,32.63,33.6
38566,2017,279,1310,32.22,32.52
38567,2017,279,1320,32.52,32.6
38568,2017,279,1330,32.46,32.33
38569,2017,279,1340,32.68,31.48
38570,2017,279,1350,32.63,31.56
38571,2017,279,1400,32.4,31.46
38572,2017,279,1410,32.73,30.75
38573,2017,279,1420,33.06,29.54
38574,2017,279,1430,33.26,29.54
38575,2017,279,1440,33.16,29.05
38576,2017,279,1450,33.15,29.32
38577,2017,279,1500,32.69,28.85
38578,2017,279,1510,32.23,29.77
38579,2017,279,1520,32.61,28.98
38580,2017,279,1530,32.96,28.44
38581,2017,279,1540,33.08,27.86
38582,2017,279,1550,33.6,27.68
38583,2017,279,1600,33.47,27.71
38584,2017,279,1610,33.47,27.97
38585,2017,279,1620,33.37,27.65
38586,2017,279,1630,33.27,27.82
38587,2017,279,1640,32.86,28.25
38588,2017,279,1650,32.27,29.44
38589,2017,279,1700,32.0,29.59
38590,2017,279,1710,31.85,30.02
38591,2017,279,1720,31.43,31.15
38592,2017,279,1730,30.98,32.09
38593,2017,279,1740,30.16,33.97
38594,2017,279,1750,28.79,36.93
38595,2017,279,1800,28.04,38.67
38596,2017,279,1810,27.49,38.48
38597,2017,279,1820,27.0,38.94
38598,2017,279,1830,26.45,40.07
38599,2017,279,1840,26.31,39.53
38600,2017,279,1850,26.09,39.74
38601,2017,279,1900,25.72,40.82
38602,2017,279,1910,26.05,39.41
38603,2017,279,1920,25.91,40.53
38604,2017,279,1930,26.12,39.34
38605,2017,279,1940,26.32,38.68
38606,2017,279,1950,26.15,39.02
38607,2017,279,2000,25.83,40.03
38608,2017,279,2010,25.99,39.77
38609,2017,279,2020,26.1,41.29
38610,2017,279,2030,26.12,42.74
38611,2017,279,2040,25.87,43.76
38612,2017,279,2050,25.68,44.58
38613,2017,279,2100,25.61,44.67
38614,2017,279,2110,25.53,44.96
38615,2017,279,2120,25.26,45.92
38616,2017,279,2130,25.15,46.33
38617,2017,279,2140,25.24,46.15
38618,2017,279,2150,25.28,46.12
38619,2017,279,2200,25.13,46.59
38620,2017,279,2210,24.96,47.26
38621,2017,279,2220,24.79,48.0
38622,2017,279,2230,24.72,48.42
38623,2017,279,2240,24.67,48.82
38624,2017,279,2250,24.38,50.1
38625,2017,279,2300,24.53,49.73
38626,2017,279,2310,25.04,48.12
38627,2017,279,2320,25.33,47.17
38628,2017,279,2330,24.94,48.57
38629,2017,279,2340,24.7,49.77
38630,2017,279,2350,24.26,51.97
38631,2017,279,2400,24.16,52.89
38632,2017,280,10,24.01,53.7
38633,2017,280,20,24.15,54.04
38634,2017,280,30,24.32,53.47
38635,2017,280,40,24.32,55.08
38636,2017,280,50,23.87,58.43
38637,2017,280,100,23.53,61.15
38638,2017,280,110,22.85,65.98
38639,2017,280,120,21.77,70.2
38640,2017,280,130,20.87,70.8
38641,2017,280,140,20.63,71.4
38642,2017,280,150,20.47,71.7
38643,2017,280,200,20.34,72.2
38644,2017,280,210,20.3,72.6
38645,2017,280,220,20.34,72.0
38646,2017,280,230,20.34,71.8
38647,2017,280,240,20.24,72.2
38648,2017,280,250,20.08,73.2
38649,2017,280,300,19.99,74.0
38650,2017,280,310,19.85,74.5
38651,2017,280,320,19.85,74.2
38652,2017,280,330,19.85,74.0
38653,2017,280,340,19.92,73.5
38654,2017,280,350,19.96,73.4
38655,2017,280,400,19.93,73.5
38656,2017,280,410,19.97,73.2
38657,2017,280,420,20.03,73.3
38658,2017,280,430,20.06,73.0
38659,2017,280,440,20.08,72.4
38660,2017,280,450,20.21,71.4
38661,2017,280,500,20.29,70.1
38662,2017,280,510,20.4,68.92
38663,2017,280,520,20.54,67.98
38664,2017,280,530,20.46,68.67
38665,2017,280,540,20.37,69.44
38666,2017,280,550,20.23,70.4
38667,2017,280,600,20.2,71.0
38668,2017,280,610,20.2,71.2
38669,2017,280,620,20.2,71.5
38670,2017,280,630,20.22,71.5
38671,2017,280,640,20.24,71.8
38672,2017,280,650,20.15,72.4
38673,2017,280,700,19.81,73.9
38674,2017,280,710,19.69,74.6
38675,2017,280,720,19.02,79.0
38676,2017,280,730,18.45,83.0
38677,2017,280,740,18.36,84.0
38678,2017,280,750,18.36,84.1
38679,2017,280,800,18.45,83.8
38680,2017,280,810,18.48,83.3
38681,2017,280,820,18.55,83.3
38682,2017,280,830,18.54,83.7
38683,2017,280,840,18.42,84.2
38684,2017,280,850,18.39,83.7
38685,2017,280,900,18.48,83.5
38686,2017,280,910,18.48,84.0
38687,2017,280,920,18.4,84.4
38688,2017,280,930,18.4,84.6
38689,2017,280,940,18.53,84.6
38690,2017,280,950,18.52,83.3
38691,2017,280,1000,18.45,80.2
38692,2017,280,1010,18.35,80.3
38693,2017,280,1020,18.55,78.8
38694,2017,280,1030,18.7,77.6
38695,2017,280,1040,18.83,77.7
38696,2017,280,1050,19.1,76.4
38697,2017,280,1100,19.13,75.8
38698,2017,280,1110,19.17,76.9
38699,2017,280,1120,19.23,77.0
38700,2017,280,1130,19.17,76.4
38701,2017,280,1140,18.96,76.4
38702,2017,280,1150,19.03,76.8
38703,2017,280,1200,19.27,76.4
38704,2017,280,1210,19.56,75.6
38705,2017,280,1220,19.72,75.1
38706,2017,280,1230,19.86,74.8
38707,2017,280,1240,20.11,73.6
38708,2017,280,1250,20.4,73.1
38709,2017,280,1300,20.67,73.0
38710,2017,280,1310,20.64,73.4
38711,2017,280,1320,20.58,74.2
38712,2017,280,1330,20.52,74.7
38713,2017,280,1340,20.66,74.1
38714,2017,280,1350,20.79,72.6
38715,2017,280,1400,20.72,75.1
38716,2017,280,1410,20.78,76.4
38717,2017,280,1420,20.51,77.6
38718,2017,280,1430,20.45,79.3
38719,2017,280,1440,20.81,79.1
38720,2017,280,1450,21.23,74.8
38721,2017,280,1500,21.24,74.1
38722,2017,280,1510,21.26,74.1
38723,2017,280,1520,21.14,74.6
38724,2017,280,1530,21.18,76.0
38725,2017,280,1540,21.19,75.7
38726,2017,280,1550,21.23,76.5
38727,2017,280,1600,21.15,75.8
38728,2017,280,1610,20.99,77.0
38729,2017,280,1620,20.86,77.3
38730,2017,280,1630,20.82,78.1
38731,2017,280,1640,20.68,79.1
38732,2017,280,1650,20.61,79.7
38733,2017,280,1700,20.45,80.7
38734,2017,280,1710,20.4,81.3
38735,2017,280,1720,20.41,82.1
38736,2017,280,1730,20.41,82.2
38737,2017,280,1740,20.42,81.4
38738,2017,280,1750,20.22,81.8
38739,2017,280,1800,20.07,82.1
38740,2017,280,1810,19.96,81.5
38741,2017,280,1820,20.05,80.3
38742,2017,280,1830,20.01,79.3
38743,2017,280,1840,19.8,79.2
38744,2017,280,1850,19.64,80.2
38745,2017,280,1900,19.52,81.3
38746,2017,280,1910,19.54,81.5
38747,2017,280,1920,19.48,82.0
38748,2017,280,1930,19.47,82.0
38749,2017,280,1940,19.41,82.0
38750,2017,280,1950,19.4,81.5
38751,2017,280,2000,19.4,80.5
38752,2017,280,2010,19.2,81.2
38753,2017,280,2020,19.09,81.1
38754,2017,280,2030,19.11,80.4
38755,2017,280,2040,19.07,80.4
38756,2017,280,2050,19.04,80.5
38757,2017,280,2100,18.91,80.9
38758,2017,280,2110,18.85,80.9
38759,2017,280,2120,18.73,81.3
38760,2017,280,2130,18.73,81.0
38761,2017,280,2140,18.68,80.8
38762,2017,280,2150,18.56,81.2
38763,2017,280,2200,18.47,81.4
38764,2017,280,2210,18.54,80.5
38765,2017,280,2220,18.48,80.2
38766,2017,280,2230,18.41,80.1
