ts,Hora,Hmax,cluster
2017-03-19,14,30.566351984310113,0
2017-03-20,14,31.25949591856202,0
2017-03-21,15,30.97036038401591,0
2017-03-22,15,31.432524538175997,1
2017-03-23,13,30.181195996879357,1
2017-03-24,15,32.772190366341235,1
2017-03-25,14,33.93290907718326,1
2017-03-26,14,32.418740010512984,1
2017-03-27,12,28.49822476588611,0
2017-03-28,15,30.62335072957796,1
2017-03-29,14,28.556716024531823,0
2017-03-30,14,29.41935736189085,0
2017-03-31,14,27.51402066021982,0
2017-04-01,14,28.155798757184442,0
2017-04-02,14,30.21022634935016,0
2017-04-03,15,30.385037176770958,1
2017-04-04,14,31.26251182775692,1
2017-04-05,14,32.75093794033629,1
2017-04-06,14,31.809672578518068,1
2017-04-07,14,35.598053493234275,1
2017-04-08,12,35.56232855817291,1
2017-04-09,15,35.304712590149634,1
2017-04-10,15,36.126613774509075,1
2017-04-11,12,35.621963453934704,1
2017-04-12,12,31.112579931422502,1
2017-04-13,14,30.51136628342506,0
2017-04-14,14,33.43515766287265,1
2017-04-15,14,32.728652834025354,1
2017-04-16,15,32.73713970286973,1
2017-04-17,11,31.20673910615703,1
2017-04-18,13,27.987171390612968,0
2017-04-19,13,29.693984625009488,0
2017-04-20,14,32.548378500768784,1
2017-04-21,13,30.69739928583321,1
2017-04-22,15,26.178921003359623,0
2017-04-23,14,28.389251012732657,0
2017-04-24,15,31.93023991514783,0
2017-04-25,14,33.73027108668314,1
2017-04-26,8,27.776649434903984,0
2017-04-27,12,25.430942867293357,0
2017-04-28,12,25.894219479596487,0
2017-04-29,23,24.516321030006885,0
2017-04-30,23,25.634653729322014,1
2017-05-01,23,26.70637623697969,1
2017-05-02,23,27.72583784460541,1
2017-05-03,13,29.19304435636879,1
2017-05-04,0,28.44477858132729,1
2017-05-05,14,26.850262162136367,0
2017-05-06,14,27.01894587317402,0
2017-05-07,13,28.672692776659595,0
2017-05-08,12,28.56816106291764,0
2017-05-09,15,27.650793571210237,0
2017-05-10,15,28.568035639744483,0
2017-05-11,13,26.432957364269015,0
2017-05-12,16,28.925723704462303,0
2017-05-13,13,30.800499087791785,0
2017-05-14,15,28.818128333015004,0
2017-05-15,13,27.607152275513798,0
2017-05-16,15,25.683285542364985,0
2017-05-17,15,28.620889168876534,0
2017-05-18,11,25.184776468454782,0
2017-05-19,12,23.508174208384837,0
2017-05-20,14,28.416138338165297,0
2017-05-21,15,27.301654760921863,0
2017-05-22,12,29.31617979679645,0
2017-05-23,14,28.104554557403297,0
2017-05-24,14,30.525442923045254,0
