ts,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2018-05-14,20.92632853859302,20.483177655155757,19.61038227656904,18.920782752295594,18.701296486436544,18.770950491937832,18.527686218333724,19.491630063223322,22.31926245332839,25.586141930723404,27.965773988429454,29.65769169984843,30.887479008590788,30.935502279044606,31.856505935469002,31.57935541023176,30.844970004475154,29.375879199287,27.504876482508305,26.418219277349827,25.935607884023245,25.20479681969644,24.543516731053966,23.705709911671434
2018-05-15,22.994760885032655,22.311115380548735,21.70186752629799,21.577010891162324,20.603298587050663,20.38152159838541,21.02705286089256,22.18633610605346,23.864970509396652,24.821207803922356,25.030649297865608,25.877031296437742,26.19405090068429,26.268471412672287,26.926420281699507,27.06797174869072,27.801903317185694,25.894324187297983,24.95878422933403,24.773443474893927,24.582606902394744,23.45761200184569,23.695913424488765,22.036558419389067
2018-05-16,22.012935855573826,21.316752470066177,20.34654711681121,20.926493483549134,19.684804508544282,19.647534383510166,19.552825728365704,20.178683905295728,22.984537462415616,23.789051643161468,25.384107008901907,27.09437129120429,28.917931414000474,30.166618822006757,30.592398379511696,30.74437818852689,29.818370499818784,28.2447557740004,27.066501804895427,26.264997979419427,25.839270775924035,25.221462133205083,25.076521632327676,24.56781492093044
2018-05-17,24.086813895450856,23.896209732478837,23.37089110746784,22.629283527647353,22.365557552311962,21.838615252973877,21.402674925602682,21.66198279817241,23.487513467535216,25.808432306989204,28.59788601973798,30.110572348255907,31.157211041706375,30.889872437230224,31.324829864240076,30.220011199934582,30.212271582544723,28.175878193603012,26.022692757107706,25.215339760643776,24.35160971369965,23.89419190973292,23.42393967678021,22.854352454608815
2018-05-18,22.30703900033352,21.975609143303338,21.630221633314875,21.525045512847054,20.68100109420264,20.53451429431733,20.16855721562379,21.04829921464612,22.834907266918492,23.985115791260952,25.347844718158566,28.81935486552584,31.067042279289407,31.918850958825907,31.89528231881772,32.29721438234347,31.60468832703003,30.464776316905223,29.013886094623448,27.803260151326583,26.747327443944627,26.200078728634775,25.667242033630455,24.69280883537412
2018-05-19,24.052083711406656,24.06055340477571,23.36665768254364,23.453734664386445,23.332795891715747,23.348878042983365,23.313086671596768,23.628076528516797,25.059151526398352,23.095140961204137,19.242815700179037,19.747447720815615,20.87032746450781,21.25421643609048,22.18804634213523,22.580246305364483,22.84971516048467,22.87007558110193,22.498589915353026,22.228064331456316,21.941453264372573,20.36077173917916,18.39672603318284,17.028970427253974
2018-05-20,16.53429223451339,16.192609005595784,15.855726111673306,13.72173557542099,12.591276827166935,11.461093245193638,10.954059940030314,11.033242281319419,12.342485573572022,13.226420920789753,14.799320535906602,15.131483857040378,16.09932093243032,17.13021114953322,17.87252736467728,17.69867903901723,17.783468108803316,16.250158917636412,14.40773313751722,13.057826279044615,12.415083577267037,12.23864796412992,11.440423878386529,10.558494592828339
2018-05-21,10.345331854383591,9.625059095869549,8.528227686737315,8.019108615997222,7.906266786770872,7.057979063554243,6.339470645221977,7.116090858569685,11.395760760147276,13.694671334279597,15.899334170284368,16.535408086244754,17.82884921790417,18.702712941792484,19.776793153055785,20.160528366179054,20.349585105085627,18.78739836918598,17.200902202713362,15.451132672475682,14.121926208069157,13.36577077211703,12.492664587099897,11.436360683082782
2018-05-22,10.427976600150254,9.98594707308029,9.486768212934612,9.057692918040603,9.198314044640998,8.875860539606904,7.746356852121074,8.762402390395748,13.555181240589414,16.982721271700573,19.43497214940723,21.260582878657704,22.649228182518513,23.82230149855277,24.36030463208898,23.919217011162083,23.798053423113252,22.140307237913277,19.83549420788086,18.989687242757178,17.468504309215128,16.57905309919772,15.927923034506211,15.329280300712627
2018-05-23,14.33582428704826,13.37354362233634,11.502636494841775,11.488716096591988,10.843837537721841,10.841457503982344,10.587452998135719,11.29650973543865,14.965375621662247,18.31998995242959,21.32985118956451,23.272273882567962,24.31363947952526,24.255781490785065,25.069165065639474,24.95205391315888,24.731266062915594,22.55873156916599,20.937328747646365,20.33907532175731,19.233143854613516,18.073917990159178,16.922758437026463,16.21714420807034
