,Tmax,P90
194,26.37333333333333,25.75416666666667
195,24.83666666666667,25.790000000000003
196,23.83,25.790000000000003
197,22.58,25.790000000000003
198,26.54166666666667,25.709500000000002
199,22.32166666666667,25.709500000000002
200,20.99,25.709500000000002
201,21.175,25.709500000000002
202,23.191666666666666,25.634
203,27.335,25.634
204,29.26166666666667,25.634
205,31.196666666666676,25.709500000000002
206,29.20166666666667,25.75516666666667
207,27.466666666666654,26.030833333333334
208,30.83333333333333,26.282833333333336
209,31.19333333333334,26.524833333333333
210,26.66,26.68616666666667
211,20.906666666666666,27.029000000000007
212,18.991666666666664,27.029000000000007
213,18.331666666666667,27.170833333333334
214,18.23,27.255166666666668
215,17.816666666666666,27.40433333333334
216,25.278333333333336,27.75283333333333
217,18.02,27.957666666666675
218,23.461666666666666,28.03916666666667
219,28.39166666666667,28.17966666666667
220,26.685,28.331166666666668
221,28.501666666666665,28.366166666666672
222,28.925,28.532000000000004
223,29.22333333333334,28.7175
224,30.286666666666665,28.85666666666667
225,30.926666666666666,28.910500000000003
226,32.01,29.197333333333333
227,25.845,29.407166666666672
228,27.97666666666667,29.673333333333336
229,28.670000000000005,30.063833333333335
230,29.131666666666664,30.270666666666664
231,28.99666666666667,30.381333333333334
232,29.60333333333333,30.441833333333335
233,30.695,30.513833333333338
234,31.205,30.513833333333338
235,31.79166666666667,30.65283333333334
236,32.361666666666665,30.65283333333334
237,30.915000000000006,30.65283333333334
238,32.425000000000004,30.65283333333334
239,33.19833333333334,30.68183333333333
240,32.91,30.759333333333334
241,33.120000000000005,30.70666666666667
242,34.01666666666666,30.66383333333333
243,32.98500000000001,30.66383333333333
244,32.120000000000005,30.66383333333333
245,31.83,30.66383333333333
246,31.785,30.66383333333333
247,31.411666666666665,30.738500000000002
248,31.461666666666666,30.862333333333332
249,30.2,30.862333333333332
250,31.41833333333333,30.820000000000007
251,28.98833333333333,30.730000000000004
252,29.655,30.805833333333332
253,29.775,30.89966666666667
254,31.055000000000003,30.922500000000003
255,31.89333333333333,30.981166666666667
256,28.91333333333333,31.018666666666668
257,21.53833333333333,30.918000000000006
258,27.561666666666664,30.814
259,21.163333333333327,30.64916666666667
260,23.62166666666667,30.64916666666667
261,27.038333333333334,30.753999999999998
262,31.715,30.618833333333335
263,33.11833333333333,30.490333333333332
264,24.134,30.414
265,27.180000000000003,30.414
266,30.33,30.080000000000002
267,33.9,30.519500000000008
268,35.04833333333334,30.519500000000008
269,35.11833333333333,30.519500000000008
270,35.04666666666667,30.414
271,34.395,30.022
272,27.08833333333333,30.022
273,29.040000000000006,30.022
274,30.90333333333333,30.022
275,32.333333333333336,30.022
276,33.300000000000004,30.376666666666665
277,29.668333333333337,30.376666666666665
278,26.205,29.94066666666667
279,21.554000000000002,29.6905
280,21.72833333333333,29.6905
281,28.286666666666665,29.6905
282,32.89833333333333,29.508833333333335
283,24.44333333333333,29.274500000000003
284,28.64333333333333,28.85666666666667
285,29.01833333333333,28.50416666666667
286,25.215000000000003,28.282166666666665
287,25.426666666666666,28.271166666666666
288,25.29666666666667,28.48983333333333
289,26.36,28.526666666666667
290,29.85,28.48983333333333
291,31.111666666666665,28.2535
292,28.67166666666667,28.019500000000008
293,23.19833333333333,27.80716666666667
294,25.87833333333333,27.80716666666667
295,26.52666666666667,27.80716666666667
296,27.76166666666667,27.8245
297,28.621666666666666,27.958
298,30.146666666666665,27.958
299,27.19,27.958
300,28.111666666666668,27.937333333333335
301,29.260000000000005,27.937333333333335
302,31.38666666666667,28.05766666666667
303,32.47000000000001,28.099500000000006
304,31.743333333333336,28.099500000000006
305,29.646666666666665,28.099500000000006
306,28.23,28.11866666666667
307,27.005,28.128666666666668
308,26.74166666666667,28.323500000000006
309,27.70166666666667,28.483166666666666
310,26.06833333333333,28.483166666666666
311,27.95333333333333,28.615166666666667
312,30.801666666666666,28.7235
313,32.00833333333333,29.162833333333335
314,24.645,29.220666666666673
315,26.94666666666667,29.220666666666673
316,28.37666666666667,29.259000000000004
317,29.22666666666667,29.405
318,28.6,29.384833333333333
319,25.80333333333333,29.384833333333333
320,26.74666666666667,29.453000000000003
321,30.24833333333333,29.58016666666667
322,32.01833333333333,29.719166666666663
323,32.09,29.770833333333336
324,31.201666666666664,29.770833333333336
325,26.95833333333333,29.770833333333336
326,29.993333333333336,29.770833333333336
327,29.92333333333333,29.770833333333336
328,30.1,29.71033333333333
329,32.59166666666667,29.49133333333333
330,26.87666666666667,29.699333333333332
331,30.22833333333333,29.7275
332,31.35666666666667,29.7275
333,31.625,29.7275
334,31.91333333333333,29.7275
