,00:00:00,01:00:00,02:00:00,03:00:00,04:00:00,05:00:00,06:00:00,07:00:00,08:00:00,09:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00,cluster
2017-01-15,28.63961269839706,30.70579447434408,27.967549248195706,27.355673228674398,26.572748661521274,26.325705067943147,28.685749288926864,31.567574148999206,33.37044824385141,34.6656475407414,34.91453724775641,35.280562746512516,36.12462938267723,36.37435677716228,36.45672610133235,36.5384796692599,37.033708742064995,35.00658250056993,33.72951069790362,32.26803172883858,30.59159785499392,30.165544371828485,29.478400720176833,28.343462606703543,2
2017-01-16,27.606551224543164,23.965052913104913,25.697760618796856,26.104292967429235,25.64226225271555,25.40328109170551,27.73777673663176,30.36967660429938,32.560381261545544,34.1885162776392,34.69652211634157,35.4733604135915,36.04559818557416,36.98691665361221,37.17100210547986,36.8359928736045,37.10648065322188,36.85344042621689,34.639818173542935,33.123342633241165,30.928487279148374,30.71686491943476,30.69837487828792,30.050385376409558,2
2017-01-17,29.087640203120213,27.54667735376757,28.785991846674854,28.980313640398027,28.892489398816043,29.061744753111626,30.130968947578054,30.945589279742425,31.034309675749526,31.399663997204698,34.73752985619686,35.55002676398139,36.08650273901365,37.060355324978914,37.262299917722274,37.64836819545182,38.513317727437006,38.48823378561754,37.240504471881714,35.20826162539336,32.836495103534546,31.721052085512017,31.04682641920839,30.0807783023282,2
2017-01-18,28.372050175797924,24.988333473969288,25.82415135869238,26.06055007319288,26.32045413675218,26.26078249043413,28.043618524820317,30.28055108379086,32.06861338849367,33.29248881262801,33.4205885317016,33.866830454320734,34.4912829742628,35.285045132435364,35.83885694698295,36.465933360828764,37.93502883970365,34.99215044765547,32.76638784862068,32.53152861051341,30.709105412279783,30.801912314174636,29.812316290270466,28.784890451750965,2
2017-01-19,27.780672136599826,23.03855428062881,26.01917599019547,26.951188327808072,26.93481200009941,26.695644223877807,28.14883601566321,29.651676208545048,31.67568322751106,33.748115744549246,34.63426892962116,35.51740269436775,35.99562801806286,37.11815666238665,37.267808191299686,36.38622254249565,33.2056557693735,31.29754353703372,31.389182152343288,30.599446694818248,29.88295249585555,29.194541766240953,28.513138777063396,28.302055555780456,2
2017-01-20,27.465910654881327,23.141301851392573,26.390862495691508,27.050971232545905,26.809334737417892,26.393339483326955,28.681472210782736,31.895731026268876,33.265237792549314,34.63288355561539,34.73297974860001,35.81764250850185,36.20654325162366,36.80915516669554,37.14115392211528,36.70985458835469,37.558119614288834,36.6660555701636,35.16281699289678,34.27682863810492,32.50416540430992,31.1672758714641,30.53085981563983,29.62644516151098,2
2017-01-21,28.39089689241088,22.82164862234307,26.329598105671945,27.359091753583147,27.039149061083666,26.434747036354157,28.17201310875214,29.64986860335003,30.75354954679867,31.804513289968607,32.456869436523945,32.96214516831884,33.66232525803944,34.02702770879616,34.616798602654825,34.30627138462578,34.60785006241068,34.45816219656652,32.991650922549,31.747856946541063,30.347946677550198,29.030006609203923,28.32189994271372,27.977815179281464,2
2017-01-22,26.811918183502925,22.901420390578995,25.803836097592175,26.645284743853253,26.805217182405112,26.46960842982706,27.766924842437085,29.528742012893254,31.107436687401893,32.10780451669655,32.319175946844844,32.682576319945866,32.91039525323772,33.665457085756834,34.38692348889272,33.69456231881102,34.64715066558971,34.713504362259954,31.252872360685412,30.373961255945265,27.7469620071257,27.08938704629149,26.387692489288025,26.261807177372052,2
2017-01-23,26.51972118307601,24.963508398560528,25.7383460095965,25.80036521130857,26.031779331933247,26.354253971214916,26.774539231916712,27.502614025166213,29.15445913314015,31.358337723766592,32.40038039230116,33.552957349048555,34.27779240660592,34.673972985526106,34.96697974814877,33.71820337234499,35.236497366224576,32.78376634958316,31.4894306642108,30.014662723971124,27.74580366971234,27.9376353166679,27.711577083053317,27.466302126570966,2
2017-01-24,27.538153224168948,27.767510514946817,27.699890143022365,27.576576330640616,27.71391005629126,27.69237523808852,28.462372204579417,30.3373833963397,32.15226192975492,33.56320443715934,33.58195866872302,33.95507677257356,34.8258635179855,34.41595810877715,35.29945749838954,34.74148407535885,29.973408295439437,29.73453208299905,29.322705075083324,27.66408223235171,27.326668958520486,26.744800666043027,26.908818570653096,26.95882935403303,2
2017-01-25,26.965973506403273,30.36471084303792,27.47057462627341,26.768239641719617,26.785443330630894,26.774078033087157,26.898975330924273,28.357096759663392,30.301441299363066,31.621701516087057,31.658512053926014,32.41076254781988,32.950175290198985,33.04135040855477,33.22023189933117,29.188136291018093,30.563353105525927,29.50758340064064,28.524007015214288,27.729759661219866,27.033002593008025,26.544270588451692,26.049828259651974,25.74943121942912,2
2017-01-26,26.25592921589938,25.112612268779355,25.433284788389656,25.68835274401601,25.404697221602575,25.23045568971542,26.01448599542165,27.56176739966949,28.420263039474605,30.082443196905874,31.191265405448018,32.67133888939438,33.23972955560889,34.563497277949224,34.22273584306056,34.01593298307846,34.624571247017265,33.61552806334494,31.009185917027864,29.50162513836535,28.414849959042954,28.394729029209305,27.880825256137612,27.415111661247224,2
2017-01-27,27.7586134407181,28.329052271409672,30.130185190670016,30.93515143232682,30.75893391892867,31.30049477601136,31.698822966643995,32.331649967248616,32.53649602099192,32.14968892765509,33.50179509528201,34.30810996621014,34.77524529195691,35.468884760550296,35.63138776859402,35.32207449578165,36.393929693128165,35.09644917423175,31.94190322877983,30.182443103625864,29.83261351946617,29.40866188876082,29.103692455653874,28.847390640866656,2
2017-01-28,27.660389501448083,27.363365750632802,27.37063836021906,26.903139822860293,26.22000828089778,26.0513066436352,27.607778888197323,29.80019651727003,31.774153527310773,33.21496794864479,33.43427530955744,33.983081082058476,34.05007885395924,35.100691860869716,35.40662613477774,35.04399499705573,35.39738861399219,33.56921688248212,32.00986827511102,30.627504403917644,29.14598851251428,28.879318686321252,28.40454039177695,28.007474992819198,2
2017-01-29,26.788203862235513,23.785886576438287,25.55385499307985,26.014915098280177,26.119272644314115,24.53180949850132,25.428746877661325,27.241028047918896,28.427812877763152,30.221824547078977,31.313235688152645,32.313103653485136,32.9102359647196,34.053712560541584,34.908066721283,34.73940533055148,35.98859698933598,35.804316999596075,34.8283570989621,32.922474024419984,30.93315653758595,30.324265098938575,28.653702540207476,27.35306158307174,2
2017-01-30,26.770496275074358,23.892678777706223,25.303221670222168,25.707849890150534,25.501375234820074,25.29924085039815,27.226007359731174,29.367128355564503,30.852798360072597,32.13062601102925,32.71278603261432,32.951627950755224,33.15167663327198,33.3691579398146,33.30721866365541,32.85881385590177,34.552744095071965,34.08682528171205,33.07006906072278,32.219093077315776,30.471166603713428,29.53768239925195,28.851697005718762,27.823756976957906,2
2017-01-31,26.898287119995093,23.411782802432274,24.635950269339492,25.121825234551082,24.921207492579114,24.86709539959033,26.11093122621013,28.437635187465744,29.80836891670652,31.391526465389358,32.31499857612475,33.41601973226511,34.06186491848384,34.25309518671794,34.673473372666315,34.76981315144085,34.14814292220266,33.43832247173565,33.08439264508173,31.65502888294847,29.71259739439367,28.861987048107935,28.27605486543471,27.64225107877453,2
2017-02-01,29.231892884910383,29.17069671935871,29.102707960418766,28.98115674926523,28.680215090335142,28.408843251267598,28.406606282634346,28.404369113220344,28.40213174307292,28.39989417223935,28.3976564007669,28.395418428702854,28.393180256094457,28.39094188298898,28.388703309433666,28.386464535475753,28.384225561162502,28.381986386541115,28.379747011658825,28.377507436562844,28.375267661300377,28.373027685918647,28.370787510464805,28.36854713498607,0
2017-02-02,28.36630655952964,28.472512251774113,28.606796508121146,28.493796846040066,28.719878427317518,28.783094282179945,28.77738035696234,28.771664601367284,28.76594701652056,28.76022760354747,28.75450636357292,28.74878329772134,28.743058407116756,28.73733169288271,28.731603156142324,28.725872798018273,28.720140619632833,28.714406622107774,28.708670806564456,28.702933174123793,28.697193725906292,28.691452463031965,28.685709386620427,28.679964497790827,0
2017-02-03,28.674217797661875,28.642210901461034,28.691203973841613,28.606130454470645,28.4545625473267,28.45401702121586,28.4576918217628,28.46136541580414,28.465037802826828,28.468708982317708,28.472378953763407,28.476047716650523,28.479715270465412,28.483381614694334,28.487046748823392,28.49071067233853,28.494373384725577,28.49803488547021,28.50169517405792,28.50535424997413,28.509012112704067,28.51266876173283,28.516324196545348,28.519978416626433,0
2017-02-04,28.52363142146076,28.467464737724573,28.41129328378107,28.477410119896998,28.49693842185798,28.4058533978925,28.39762985846265,28.389407662547388,28.38118680993364,28.372967300408263,28.36474913375819,28.35653230977034,28.34831682823172,28.340102688929292,28.33188989165013,28.32367843618123,28.315468322309712,28.30725954982263,28.299052118507156,28.290846028150423,28.28264127853962,28.27443786946194,28.266235800704628,28.25803507205493,0
2017-02-05,28.249835683300155,28.284693492494974,28.49717840606742,28.991725380883285,29.19256902226259,29.377371272804435,29.494696117179434,29.599767228821236,31.443605170088478,33.57503206598996,33.23076729976715,32.885133577872324,32.53818580599143,32.18997782859729,31.840562442770317,31.489991411902537,31.138315479285307,30.78558438158107,30.43184686217954,30.07715068443885,29.72154264481189,29.365068585858587,29.007773409144058,28.649701088023626,2
2017-02-06,28.290894680314643,30.63913619829795,28.129582220370846,26.98040606820735,26.655321476011085,26.310596001434522,26.32701945910386,29.813189241948983,30.992479830584795,32.800653941534215,33.926185045444626,35.55940137904109,36.8298169723353,37.64310062928537,37.700715890610226,37.93332998336158,38.5403217930009,35.38821831304066,31.50601912062261,26.979091267535157,27.65507970171733,27.85752663521113,27.94901412969351,27.975554225140126,2
2017-02-07,28.803801148360876,33.68223169060205,29.53592932009699,27.619219080793822,27.299356714441046,27.19164441859881,26.83401039049841,29.97326358843916,33.65823813270711,35.538127893112886,35.95148031036655,36.70935008838355,37.977739575857775,38.39740800482869,38.161054521117734,38.620752621290166,39.73958041766376,36.693364729029774,34.02016638307792,32.62355006628475,31.115915687639056,30.51313201907677,29.910102248363458,29.4443987188548,2
2017-02-08,29.923152146237804,36.54477263846457,31.26996557107732,28.99808616875273,28.770594781726135,28.58033658998048,27.841611114537656,29.998723462255697,32.108669662758906,34.299076829563965,34.631120358433655,35.53197994994014,36.20957792081153,37.02716715063869,36.6428323917471,36.88919392239942,37.39280235406263,36.665474767430645,35.08172799825184,32.83629835680468,30.49618176550138,28.84438403958045,27.798023689370197,27.01879651611194,2
2017-02-09,26.889371802601413,28.071690547494104,26.73143670554787,26.02907762322517,25.674883220555458,25.14850204668285,25.11929571942733,28.156485641000295,30.017637309776447,31.913244213619517,32.71828889632503,33.506747504815266,34.171151572639275,34.692997918060655,34.529144682829276,34.058393101981885,34.05981586498714,33.845576027359925,32.21277330223128,30.011292466237315,28.308975922590218,27.26787818770761,26.429477518640084,25.85845277229769,2
2017-02-10,27.22896248169308,30.305282840395577,30.78650384828776,30.768378538724804,30.440370444162447,29.53826014647975,31.065421934592145,32.14973032995571,32.867587150912755,33.43403446934889,34.12621185941304,34.87408140799543,35.611388002149084,35.50694038882696,35.99769508795551,36.50090111069512,37.858623898646464,37.639590192955005,36.020924671258335,33.51679491648812,32.20404127797675,31.746634635705608,30.842751764700722,30.43580966174661,2
2017-02-11,29.79096609309326,29.866090632216235,30.07825704013792,29.904659134493897,28.221172612478696,27.792890672651676,27.146922526206012,31.044281634663847,32.89819449900416,34.072611396427035,34.613752431396314,35.745320440253586,35.39771059576728,35.884561442917025,36.15538266346698,36.2634772824305,37.08415577626748,37.241411962212865,35.78153468748927,32.65353953084925,31.308760696992536,30.61053859202313,30.02168507303435,29.63857895959896,2
2017-02-12,28.818310145198225,27.041319941203913,28.08654430901073,28.2849703951431,28.124049068058245,28.242867860866653,28.64305989232101,31.350059265110964,33.48520264453347,34.57220395743644,34.686817786224,35.92539414817782,36.70016459116556,37.59150542420192,38.174744444322045,38.348480889666554,38.90305446174052,37.9324903379331,35.367696682074076,33.17342236561359,31.544483738976275,31.036332111905836,30.615462780800197,30.439657416143913,2
2017-02-13,29.404460870883412,27.219999192276983,28.705094681249772,28.73213030450176,28.22876179703277,27.925551120674744,27.84986870451339,30.7094688041821,32.33612949706822,33.61606886934715,33.94670157657864,35.05701830037355,35.79108437443537,36.24917118996365,35.94731714547699,36.83651196513703,37.64570210583589,36.34708187449934,35.18639257315812,31.838980032852888,30.488852436143937,29.743843671098546,29.444977955396517,29.173722098885158,2
2017-02-14,28.463699540005862,27.547831376353262,27.022434063327342,27.211203956550673,27.692082732369144,27.24905729371055,27.57348496395982,30.079298765316373,31.73937093070031,33.292510616457776,33.90121242736186,34.74911012319868,35.94699046822071,36.550854957303365,37.08049170298467,36.830896159218355,37.529473074346576,37.587792865588625,34.519772483286005,31.691383966633687,30.379032660575515,29.27432446549211,28.17896925189536,27.74958634920688,2
2017-02-15,28.184775863587916,27.64659644571644,27.178268163074698,26.7025030997253,26.69169377453732,26.605291113226336,27.53293818029188,30.651453491109258,33.001454287560236,34.949356469708086,34.728933747315644,36.11992302190459,36.70498009621151,37.5744193624036,37.851968033873824,37.31423045826872,39.87452589140455,38.23613913799429,36.061734495220186,34.686122080261356,33.025832066709604,32.13333703169081,31.42825361743679,30.56111789746451,2
2017-02-16,29.780961320458168,28.03069365722643,28.62858293672118,28.071566453524603,27.942144844404982,28.048184488071687,28.373723230976967,31.062361806136774,33.316473050038184,34.543732679683536,34.86680128240138,35.70548299860227,36.55300888921609,36.974000974705035,37.59827739559115,37.653353573376066,38.756571151777614,38.25079810808204,36.717939903195315,34.66885669210153,33.53797489092108,33.21167407583232,32.15572215796996,31.33817593450878,2
2017-02-17,30.591496274286385,29.677029778051843,29.652401436021115,29.332471214530898,28.59559896710661,28.330278202722077,28.93138311888641,32.06288701854001,34.053876138919165,35.900335831888235,36.587467433132694,37.668992268090534,38.42950573237995,38.88448142354947,38.68078472816431,35.24693425316986,36.90613476096582,37.281714461091134,36.39291530246035,34.50981266928423,34.13984132982788,33.21908891896261,32.8589205066712,30.702046280259523,2
2017-02-18,30.64761014909284,31.01620202516616,28.646084118749485,27.650759673822748,27.403546326888726,27.185403839628023,27.5045052342074,31.53186583314066,33.98304869608329,35.348069849392594,35.47705483219759,36.728752626279,37.088301478242954,38.58403762308582,38.70945645915876,39.26320537697339,40.02183179607477,39.229743272780354,38.32366071023299,35.40525684507168,34.068415645582405,33.08574749592305,31.660645701173536,30.880544905185133,2
2017-02-19,30.548957167955336,31.500844221588203,30.279414238694848,29.215292221884397,28.737762284637764,28.225053781032113,28.490994586354848,32.48994671406463,34.76465281240498,35.75581218859735,36.217903238763235,37.3263552068705,38.324996599512474,39.11083167667564,39.624388145914466,39.94249058512794,41.36160270653972,40.94406921747054,38.87788571580119,36.339253976233664,35.43073556451437,35.07965380048929,33.97617809559562,32.82346116083228,2
2017-02-20,31.965832420499922,33.60901494914638,30.989386470771386,30.437477958808294,31.319749750864105,31.293559773562684,30.98091011488597,33.055199651008614,34.411581395341756,34.178915423220886,36.78557804256322,37.7129134010652,38.39903759820584,38.72288897774819,38.70467186597522,39.46781367269332,39.66548338977539,39.247726976154105,37.933876553305396,35.21618338927009,32.78366017728373,31.034956766885138,29.73354214627788,28.83109750544241,2
2017-02-21,28.73043544457012,31.157433993177097,29.463493580723846,28.558058959542137,26.833113092930848,26.466230743993755,25.46485740303722,28.443855217263533,32.52722782141156,34.261166583309326,34.11619694522864,35.457117481590885,36.00520190453307,36.53228893848769,36.452655261465054,36.19056783105364,37.930266287513845,36.9315596883082,34.67243948631082,32.999086409211216,32.42233363742439,31.609537985439083,30.627784693142097,29.922479882237102,2
2017-02-22,29.81693375468334,30.848211816409744,28.724555256639327,27.894544034482582,27.702617000280206,27.624692585743336,26.96594030654353,30.241369743432845,32.30099446540831,33.395596679432444,34.302648619034244,35.616863797524864,36.44237649808995,36.68724153526045,36.694440854568654,37.57992105080078,38.4299410135158,35.98443757097381,35.612419724044415,34.11762818545787,32.0788130027268,30.45080806467161,29.71927958439922,29.221505021440727,2
2017-02-23,29.13343673570675,30.267507086205903,27.919898528359674,26.81589917432289,26.778374650057515,25.826170278767968,26.25670474387434,30.07300732624675,32.35748425102095,33.875558881254904,34.32508274681341,35.110676693173716,35.88178880541627,36.078647703236555,36.40795488278937,36.510434906144695,37.94002623158778,37.26861278961703,35.01865090236112,32.290845781454905,31.04463991173775,30.6766495745433,30.307372689806012,30.167680504712663,2
2017-02-24,29.548056977696326,29.582765358032425,30.013427899155467,30.15660792535673,29.05811756068806,28.647997965413474,27.881481991562342,29.783054027075064,32.32223721353472,34.30531560042757,34.88313817451492,35.188154069733756,36.179923768670456,36.920671145891006,35.14907545562597,26.07198145856524,25.544786745636888,25.700998999626513,26.68102011357181,26.828676410004153,26.510264118777936,26.396562396888566,26.397226697888474,26.623352469251785,2
2017-02-25,26.508219143080478,29.98710576242607,27.155775140813155,26.01864681313563,25.97402021280319,26.18199565862915,25.540583587371025,26.569157936759026,28.216167238256364,29.304483285628777,29.59029665476249,29.20411807167095,29.563007601897695,30.65865648462382,31.973202807887155,31.752577958211898,33.96836050832156,32.09338249139773,30.022412817019305,28.275337266385108,27.57077661484025,27.49814949123749,27.33544955811342,27.30910110957,2
2017-02-26,28.1315683618191,32.43819268502277,28.790225367075017,27.287653147461988,27.260248384761702,26.849102170761004,25.985510496401965,28.079157904049858,30.113408647853674,32.43093660193936,32.36095579494651,31.93990419222228,33.20076480690767,32.83611357357135,32.029752133616284,31.397678195565863,30.644508420639983,30.310132525603574,28.751303269717766,28.90160845329288,28.68560219529413,28.412343029154087,27.770169786591662,27.17371443330422,2
2017-02-27,28.034901657345184,33.71698096419572,28.397936017627384,26.760673364593792,26.96634018217775,26.35016496652409,24.64227381240631,28.58679897394793,30.837361277075008,32.32827746513907,32.13551552879028,33.44938802771887,34.120871683290034,35.26585156257716,35.14955869926955,35.59898762339429,36.516868696939085,36.81074475442403,35.33376569160492,33.180456986157694,30.9196128027402,29.935438733551642,29.315675441480934,28.97005586700391,2
2017-02-28,29.325205479285263,34.92860836084842,29.962337988815626,28.265191166454766,27.92985197060158,27.995258908335682,26.63783507978186,28.84449181633424,31.05414594547333,33.277707713398854,33.50187838669956,34.2796284633093,35.21953206118716,36.32529118916098,36.743660366590866,36.6546507013148,38.333276556824025,37.200302296258954,36.24889306708797,34.34649465162982,32.65871873576876,30.996192062903635,30.39058414089778,29.905894760904886,2
2017-03-01,29.50743912744705,29.794052389462927,28.780201148744613,27.564211938844515,26.502102829243107,26.21009527237889,25.61160819148899,28.587800357865518,31.000739679424832,32.74965556497752,34.49286106596466,35.49032305766873,36.19903804876655,36.46741742251885,37.14580139932016,37.235923520747754,37.73497627610286,37.7095589253377,32.65717417557756,32.296475888455376,31.476238287077866,30.3778448754113,29.451177898156818,29.346649112052546,2
2017-03-02,30.197434688283188,32.763066027046996,34.035351114459935,34.57994346919869,34.72620396764591,33.62757990908269,34.29273862472334,31.969776082130362,30.51776643273453,31.31927117014991,34.54874425544121,34.409854949779394,34.20723616365045,35.579756505114794,35.220251091140824,34.44887531615135,33.26447826294591,30.182402513015163,29.84249019550355,30.039948094231445,30.96000866412367,30.714384504277795,30.94794971727304,31.125672427844435,2
2017-03-03,29.01119228793441,28.992392011019618,29.194310332633084,29.13495754570532,28.642829997804782,28.75803577312618,28.887587027736654,30.00476304524161,31.93234920274022,32.99064400349327,33.07059334728983,33.95222125220255,35.78404146189865,33.791958204779014,30.36463284874415,27.956449642605257,27.065202502735122,28.188463882315094,28.288872995651353,27.632022926023044,28.156647148945048,28.5032009863497,28.494067035400523,28.78266185889128,2
2017-03-04,28.803124404589216,27.858585035011707,28.417679977680457,28.26603581245362,27.92639349524139,27.86244787918679,27.716631600861955,28.48944310670715,30.113099738404493,32.62090126314123,33.72548603401037,35.04399718297929,36.69671882681089,37.30036620471081,34.61610395563482,32.77442720431918,33.364575180198585,32.75692710048196,32.44513323467725,31.020279387782818,30.37620668626276,29.750452566948027,29.883062921353442,29.528339938638503,2
2017-03-05,29.373117625942577,27.42898247456011,28.53807221904605,28.73395976502353,28.76044243426618,28.933604810723935,29.37886176280253,30.152875566596297,30.895262998501398,31.83645150502236,31.95959658286414,33.093813880596755,33.01693879140454,31.466896081868015,27.79111586617315,28.944322265952096,32.58537831974496,31.47439170972757,31.24778956349882,31.18750690477709,30.715299098011364,30.25042902366451,29.627145390400287,29.383044871377717,2
2017-03-06,27.981909112708173,27.31075060448605,27.802563869157357,27.733990572619327,27.704007022657024,28.005604145401737,28.596288021723485,29.41580191745082,31.831156059851374,34.278001825627754,34.68141587713218,35.1764983561853,35.83985561901895,36.44460610067003,37.554277121534646,35.19817343494097,31.896230348432255,29.499747735110805,28.331682459080287,28.95747126163221,27.85550190147319,27.3348662467815,27.369368767497093,27.386737670096586,2
2017-03-07,27.577528432224362,27.470772347020365,27.124651586710602,27.036390567059826,27.353886196115393,27.716893396768356,26.92375865890956,30.133568844013915,32.61055986475186,34.422500430837346,35.118667550605494,36.63192989899174,38.46886447255249,38.45345613493954,38.4517510469492,37.2194856176161,37.500078935965085,33.041684256533806,31.155773934042177,29.083150098856116,29.021952546389493,28.881600567058147,28.84809906882836,29.108142166988365,2
2017-03-08,29.38085733429531,29.96412564497505,29.510220917956573,29.11230113179385,29.131948143074823,29.11092940561349,28.79334845896013,30.877480731328482,33.50405557244864,36.23483616876881,36.37392470143685,36.41013612167896,37.25822251629003,37.850370715633716,38.65708497552144,38.93476033499064,36.15622978924895,30.375556478166178,28.081738033211778,29.063225489800217,29.451918829279627,29.618341529002365,29.642138182343906,29.038908683469216,2
2017-03-09,29.359543364349697,32.628156272522084,29.47657402823055,28.229917148449513,27.929516666960776,27.674771453275902,26.589961532781736,30.005366009773,32.795748888076886,34.584201853859554,34.82163157514651,35.847019493018365,36.5658778821735,37.436823633776775,37.4807853187732,37.78845002269689,39.00116494659479,38.74678332901455,37.45942132580798,34.86754035716731,32.476146418836585,31.988006190796984,31.527540278105544,30.574055653256064,2
